0	90,0	0,20
20	95,0	0,25
40	101,0	0,30
60	106,7	0,29
80	112,0	0,27
100	117,1	0,26
120	121,3	0,21
140	123,9	0,13
160	125,5	0,10
180	125,5	0,10
200	124,8	0,10
220	122,3	0,13
240	118,6	0,19
260	114,4	0,21
280	109,2	0,26
300	104,2	0,25
320	99,1	0,26
340	94,5	0,23
360	90,7	0,19
380	87,4	0,17
400	85,6	0,10
420	84,7	0,10
440	85,3	0,10
460	87,0	0,10
480	89,9	0,15
500	93,2	0,17
520	97,5	0,22
540	101,6	0,21
560	106,3	0,24
580	110,8	0,23
600	114,4	0,18
620	117,6	0,16
640	119,8	0,11
660	121,0	0,10
680	121,0	0,10
700	120,1	0,10
720	118,3	0,10
740	115,7	0,13
760	112,0	0,19
780	108,2	0,19
800	104,1	0,21
820	99,8	0,22
840	96,9	0,15
860	93,3	0,18
880	90,9	0,12
900	89,2	0,10
920	88,7	0,10
940	88,9	0,10
960	90,0	0,10
980	92,4	0,12
1000	95,0	0,13
1020	98,5	0,18
1040	102,1	0,18
1060	105,8	0,19
1080	109,2	0,17
1100	112,3	0,16
1120	114,8	0,13
1140	116,7	0,10
1160	117,7	0,10
1180	118,0	0,10
1200	117,2	0,10
1220	115,9	0,10
1240	113,2	0,14
1260	110,9	0,12
1280	107,6	0,17
1300	104,2	0,17
1320	101,3	0,15
#1340		
1360	95,7	0,14
1380	93,6	0,11
1400	91,8	0,10
1420	92,0	0,10
1440	92,8	0,10
#1460		
1480	96,8	0,10
1500	99,1	0,12
1520	102,2	0,16
1540	105,0	0,14
