Linear Position, Run #4
Time ( s )	Linear Position ( m )
8,4400	0,015
8,4800	0,013
8,5200	0,011
8,5600	0,011
8,6000	0,011
8,6400	0,011
8,6800	0,011
8,7200	0,009
8,7600	0,008
8,8000	0,008
8,8400	0,007
8,8800	0,006
8,9200	0,005
8,9600	0,004
9,0000	0,003
9,0400	0,003
9,0800	0,001
9,1200	-3,750E-4
9,1600	-0,005
9,2000	-0,013
9,2400	-0,024
9,2800	-0,033
9,3200	-0,036
9,3600	-0,035
9,4000	-0,030
9,4400	-0,022
9,4800	-0,015
9,5200	-0,011
9,5600	-0,011
9,6000	-0,015
9,6400	-0,021
9,6800	-0,026
9,7200	-0,027
9,7600	-0,024
9,8000	-0,022
9,8400	-0,020
9,8800	-0,019
9,9200	-0,019
9,9600	-0,021
10,0000	-0,023
10,0400	-0,025
10,0800	-0,025
10,1200	-0,025
10,1600	-0,024
10,2000	-0,023
10,2400	-0,022
10,2800	-0,022
10,3200	-0,023
10,3600	-0,023
10,4000	-0,023
10,4400	-0,023
10,4800	-0,023
10,5200	-0,023
10,5600	-0,023
10,6000	-0,023
10,6400	-0,022
10,6800	-0,022
10,7200	-0,022
10,7600	-0,022
10,8000	-0,022
10,8400	-0,022
10,8800	-0,022
10,9200	-0,022
10,9600	-0,022
11,0000	-0,023
11,0400	-0,023
11,0800	-0,023
11,1200	-0,023
11,1600	-0,023
11,2000	-0,022
11,2400	-0,022
11,2800	-0,022
11,3200	-0,022
11,3600	-0,022
11,4000	-0,022
11,4400	-0,022
11,4800	-0,022
11,5200	-0,022
11,5600	-0,022
11,6000	-0,022
11,6400	-0,022
11,6800	-0,022
11,7200	-0,022
11,7600	-0,022
11,8000	-0,022
11,8400	-0,022
11,8800	-0,022
11,9200	-0,022
11,9600	-0,022
12,0000	-0,022
12,0400	-0,022
12,0800	-0,022
12,1200	-0,022
12,1600	-0,022
12,2000	-0,022
12,2400	-0,022
12,2800	-0,022
12,3200	-0,022
12,3600	-0,022
12,4000	-0,022
12,4400	-0,022
12,4800	-0,022
12,5200	-0,022
12,5600	-0,022
12,6000	-0,022
12,6400	-0,022
12,6800	-0,022
12,7200	-0,022
12,7600	-0,022
12,8000	-0,022
12,8400	-0,022
12,8800	-0,022
12,9200	-0,022
12,9600	-0,022
13,0000	-0,022
13,0400	-0,022
13,0800	-0,022
13,1200	-0,022
13,1600	-0,022
13,2000	-0,022
13,2400	-0,022
13,2800	-0,022
13,3200	-0,022
13,3600	-0,022
13,4000	-0,022
13,4400	-0,022
13,4800	-0,022
13,5200	-0,022
13,5600	-0,022
13,6000	-0,022
13,6400	-0,022
13,6800	-0,022
13,7200	-0,022
13,7600	-0,022
13,8000	-0,022
13,8400	-0,022
13,8800	-0,022
13,9200	-0,022
13,9600	-0,022
14,0000	-0,022
14,0400	-0,023
14,0800	-0,023
14,1200	-0,023
14,1600	-0,023
14,2000	-0,023
14,2400	-0,023
14,2800	-0,023
14,3200	-0,023
14,3600	-0,023
14,4000	-0,023
14,4400	-0,023
14,4800	-0,023
14,5200	-0,023
14,5600	-0,023
14,6000	-0,023
14,6400	-0,023
14,6800	-0,023
14,7200	-0,023
14,7600	-0,023
14,8000	-0,023
14,8400	-0,023
14,8800	-0,023
14,9200	-0,023
14,9600	-0,023
15,0000	-0,023
15,0400	-0,023
15,0800	-0,023
15,1200	-0,023
15,1600	-0,023
15,2000	-0,023
15,2400	-0,023
15,2800	-0,023
15,3200	-0,023
15,3600	-0,023
15,4000	-0,023
15,4400	-0,023
15,4800	-0,023
15,5200	-0,023
15,5600	-0,023
15,6000	-0,023
15,6400	-0,024
15,6800	-0,024
15,7200	-0,023
15,7600	-0,023
15,8000	-0,023
15,8400	-0,023
15,8800	-0,023
15,9200	-0,023
15,9600	-0,023
16,0000	-0,023
16,0400	-0,023
16,0800	-0,023
16,1200	-0,023
16,1600	-0,023
16,2000	-0,023
16,2400	-0,023
16,2800	-0,023
16,3200	-0,023
16,3600	-0,023
16,4000	-0,023
16,4400	-0,023
16,4800	-0,023
16,5200	-0,023
16,5600	-0,023
16,6000	-0,023
16,6400	-0,022
16,6800	-0,022
16,7200	-0,022
16,7600	-0,022
16,8000	-0,022
16,8400	-0,022
16,8800	-0,022
16,9200	-0,022
16,9600	-0,022
17,0000	-0,022
17,0400	-0,022
17,0800	-0,022
17,1200	-0,022
17,1600	-0,023
17,2000	-0,022
17,2400	-0,022
17,2800	-0,022
17,3200	-0,022
17,3600	-0,022
17,4000	-0,022
17,4400	-0,022
17,4800	-0,022
17,5200	-0,022
17,5600	-0,022
17,6000	-0,022
17,6400	-0,022
17,6800	-0,022
17,7200	-0,022
17,7600	-0,022
17,8000	-0,022
17,8400	-0,022
17,8800	-0,022
17,9200	-0,022
17,9600	-0,022
18,0000	-0,022
18,0400	-0,022
18,0800	-0,022
18,1200	-0,022
18,1600	-0,022
18,2000	-0,022
18,2400	-0,022
18,2800	-0,022
18,3200	-0,022
18,3600	-0,022
18,4000	-0,022
18,4400	-0,022
18,4800	-0,022
18,5200	-0,022
18,5600	-0,022
18,6000	-0,022
18,6400	-0,022
18,6800	-0,022
18,7200	-0,022
18,7600	-0,022
18,8000	-0,022
18,8400	-0,022
18,8800	-0,022
18,9200	-0,022
18,9600	-0,022
19,0000	-0,022
19,0400	-0,022
19,0800	-0,022
19,1200	-0,022
19,1600	-0,022
19,2000	-0,022
19,2400	-0,022
19,2800	-0,022
19,3200	-0,022
19,3600	-0,022
19,4000	-0,022
19,4400	-0,022
19,4800	-0,022
19,5200	-0,022
19,5600	-0,022
19,6000	-0,022
19,6400	-0,022
19,6800	-0,022
19,7200	-0,022
19,7600	-0,022
19,8000	-0,022
19,8400	-0,022
19,8800	-0,022
19,9200	-0,022
19,9600	-0,022
20,0000	-0,022
20,0400	-0,022
20,0800	-0,022
20,1200	-0,022
20,1600	-0,022
20,2000	-0,022
20,2400	-0,022
20,2800	-0,022
20,3200	-0,022
20,3600	-0,022
20,4000	-0,022
20,4400	-0,022
20,4800	-0,022
20,5200	-0,022
20,5600	-0,022
20,6000	-0,022
20,6400	-0,022
20,6800	-0,022
20,7200	-0,022
20,7600	-0,022
20,8000	-0,022
20,8400	-0,022
20,8800	-0,022
20,9200	-0,022
20,9600	-0,022
21,0000	-0,022
21,0400	-0,022
21,0800	-0,022
21,1200	-0,022
21,1600	-0,022
21,2000	-0,022
21,2400	-0,022
21,2800	-0,022
21,3200	-0,022
21,3600	-0,022
21,4000	-0,022
21,4400	-0,022
21,4800	-0,022
21,5200	-0,022
21,5600	-0,022
21,6000	-0,022
21,6400	-0,022
21,6800	-0,022
21,7200	-0,022
21,7600	-0,022
21,8000	-0,022
21,8400	-0,022
21,8800	-0,022
21,9200	-0,022
21,9600	-0,022
22,0000	-0,022
22,0400	-0,022
22,0800	-0,022
22,1200	-0,022
22,1600	-0,022
22,2000	-0,022
22,2400	-0,022
22,2800	-0,022
22,3200	-0,022
22,3600	-0,022
22,4000	-0,022
22,4400	-0,022
22,4800	-0,022
22,5200	-0,022
22,5600	-0,022
22,6000	-0,022
22,6400	-0,022
22,6800	-0,022
22,7200	-0,022
22,7600	-0,022
22,8000	-0,022
22,8400	-0,022
22,8800	-0,022
22,9200	-0,022
22,9600	-0,022
23,0000	-0,022
23,0400	-0,022
23,0800	-0,022
23,1200	-0,022
23,1600	-0,022
23,2000	-0,022
23,2400	-0,022
23,2800	-0,022
23,3200	-0,022
23,3600	-0,022
23,4000	-0,022
23,4400	-0,022
23,4800	-0,022
23,5200	-0,022
23,5600	-0,022
23,6000	-0,022
23,6400	-0,022
23,6800	-0,022
23,7200	-0,022
23,7600	-0,022
23,8000	-0,022
23,8400	-0,022
23,8800	-0,022
23,9200	-0,022
23,9600	-0,022
24,0000	-0,022
24,0400	-0,022
24,0800	-0,022
24,1200	-0,022
24,1600	-0,022
24,2000	-0,022
24,2400	-0,022
24,2800	-0,022
24,3200	-0,022
24,3600	-0,022
24,4000	-0,022
24,4400	-0,022
24,4800	-0,022
24,5200	-0,022
24,5600	-0,022
24,6000	-0,022
24,6400	-0,022
