Linear Position, Run #2
Time ( s )	Linear Position ( m )
6,5600	-0,015
6,6000	-0,015
6,6400	-0,015
6,6800	-0,015
6,7200	-0,015
6,7600	-0,015
6,8000	-0,014
6,8400	-0,014
6,8800	-0,015
6,9200	-0,015
6,9600	-0,015
7,0000	-0,015
7,0400	-0,015
7,0800	-0,015
7,1200	-0,015
7,1600	-0,015
7,2000	-0,015
7,2400	-0,015
7,2800	-0,015
7,3200	-0,015
7,3600	-0,015
7,4000	-0,015
7,4400	-0,015
7,4800	-0,015
7,5200	-0,015
7,5600	-0,015
7,6000	-0,015
7,6400	-0,015
7,6800	-0,015
7,7200	-0,015
7,7600	-0,015
7,8000	-0,015
7,8400	-0,015
7,8800	-0,015
7,9200	-0,015
7,9600	-0,015
8,0000	-0,015
8,0400	-0,015
8,0800	-0,015
8,1200	-0,015
8,1600	-0,015
8,2000	-0,015
8,2400	-0,015
8,2800	-0,015
8,3200	-0,015
8,3600	-0,015
8,4000	-0,015
8,4400	-0,015
8,4800	-0,015
8,5200	-0,015
8,5600	-0,015
8,6000	-0,015
8,6400	-0,015
8,6800	-0,015
8,7200	-0,015
8,7600	-0,015
8,8000	-0,015
8,8400	-0,015
8,8800	-0,015
8,9200	-0,015
8,9600	-0,015
9,0000	-0,015
9,0400	-0,015
9,0800	-0,015
9,1200	-0,015
9,1600	-0,015
9,2000	-0,015
9,2400	-0,015
9,2800	-0,015
9,3200	-0,015
9,3600	-0,015
9,4000	-0,015
9,4400	-0,015
9,4800	-0,015
9,5200	-0,015
9,5600	-0,015
9,6000	-0,015
9,6400	-0,015
9,6800	-0,015
9,7200	-0,015
9,7600	-0,015
9,8000	-0,015
9,8400	-0,015
9,8800	-0,015
9,9200	-0,015
9,9600	-0,015
10,0000	-0,015
10,0400	-0,015
10,0800	-0,015
10,1200	-0,015
10,1600	-0,015
10,2000	-0,015
10,2400	-0,015
10,2800	-0,015
10,3200	-0,015
10,3600	-0,015
10,4000	-0,015
10,4400	-0,015
10,4800	-0,015
10,5200	-0,015
10,5600	-0,015
10,6000	-0,015
10,6400	-0,015
10,6800	-0,015
10,7200	-0,015
10,7600	-0,015
10,8000	-0,015
10,8400	-0,015
