#Position, Run #7
#Time ( s )	Position ( m )
12,0800	-0,015
12,1200	-0,027
12,1600	-0,039
12,2000	-0,050
12,2400	-0,059
12,2800	-0,068
12,3200	-0,075
12,3600	-0,080
12,4000	-0,084
12,4400	-0,087
12,4800	-0,087
12,5200	-0,086
12,5600	-0,083
12,6000	-0,078
12,6400	-0,072
12,6800	-0,064
12,7200	-0,055
12,7600	-0,045
12,8000	-0,035
12,8400	-0,023
12,8800	-0,011
12,9200	8,333E-4
12,9600	0,013
13,0000	0,025
13,0400	0,036
13,0800	0,046
13,1200	0,056
13,1600	0,064
13,2000	0,071
13,2400	0,077
13,2800	0,081
13,3200	0,083
13,3600	0,084
13,4000	0,083
13,4400	0,081
13,4800	0,077
13,5200	0,071
13,5600	0,064
13,6000	0,055
13,6400	0,046
13,6800	0,036
13,7200	0,025
13,7600	0,014
13,8000	0,002
13,8400	-0,010
13,8800	-0,021
13,9200	-0,032
13,9600	-0,042
14,0000	-0,051
14,0400	-0,060
14,0800	-0,067
14,1200	-0,072
14,1600	-0,077
14,2000	-0,079
14,2400	-0,080
14,2800	-0,080
14,3200	-0,078
14,3600	-0,074
14,4000	-0,069
14,4400	-0,062
14,4800	-0,054
14,5200	-0,045
14,5600	-0,036
14,6000	-0,025
14,6400	-0,015
14,6800	-0,003
14,7200	0,008
14,7600	0,019
14,8000	0,029
14,8400	0,039
14,8800	0,048
14,9200	0,056
14,9600	0,063
15,0000	0,069
15,0400	0,073
15,0800	0,076
15,1200	0,077
15,1600	0,077
15,2000	0,075
15,2400	0,072
15,2800	0,067
15,3200	0,061
15,3600	0,054
15,4000	0,046
15,4400	0,037
15,4800	0,027
15,5200	0,017
15,5600	0,006
15,6000	-0,005
15,6400	-0,015
15,6800	-0,025
15,7200	-0,035
15,7600	-0,044
15,8000	-0,052
15,8400	-0,059
15,8800	-0,065
15,9200	-0,069
15,9600	-0,072
16,0000	-0,073
16,0400	-0,073
16,0800	-0,072
16,1200	-0,069
16,1600	-0,065
16,2000	-0,059
16,2400	-0,052
16,2800	-0,045
16,3200	-0,036
16,3600	-0,027
16,4000	-0,018
16,4400	-0,007
16,4800	0,003
16,5200	0,013
16,5600	0,023
16,6000	0,032
16,6400	0,041
16,6800	0,049
16,7200	0,055
16,7600	0,061
16,8000	0,066
16,8400	0,069
16,8800	0,070
16,9200	0,071
16,9600	0,070
17,0000	0,067
17,0400	0,063
17,0800	0,058
17,1200	0,052
17,1600	0,045
17,2000	0,037
17,2400	0,028
17,2800	0,019
17,3200	0,010
17,3600	-4,167E-4
17,4000	-0,010
17,4400	-0,020
17,4800	-0,028
17,5200	-0,037
17,5600	-0,045
17,6000	-0,051
17,6400	-0,057
17,6800	-0,061
17,7200	-0,065
17,7600	-0,067
17,8000	-0,067
17,8400	-0,066
17,8800	-0,064
17,9200	-0,061
17,9600	-0,056
18,0000	-0,051
18,0400	-0,044
18,0800	-0,037
18,1200	-0,028
18,1600	-0,020
18,2000	-0,010
18,2400	-0,001
18,2800	0,008
18,3200	0,017
18,3600	0,026
18,4000	0,034
18,4400	0,042
18,4800	0,048
18,5200	0,054
18,5600	0,058
18,6000	0,062
18,6400	0,064
18,6800	0,065
18,7200	0,064
18,7600	0,063
18,8000	0,059
18,8400	0,055
18,8800	0,050
18,9200	0,044
18,9600	0,037
19,0000	0,029
19,0400	0,021
19,0800	0,013
19,1200	0,004
19,1600	-0,005
19,2000	-0,014
19,2400	-0,023
19,2800	-0,030
19,3200	-0,038
19,3600	-0,044
19,4000	-0,050
19,4400	-0,054
19,4800	-0,058
19,5200	-0,060
19,5600	-0,060
19,6000	-0,060
19,6400	-0,059
19,6800	-0,056
19,7200	-0,053
19,7600	-0,048
19,8000	-0,043
19,8400	-0,036
19,8800	-0,029
19,9200	-0,021
19,9600	-0,013
20,0000	-0,005
20,0400	0,004
20,0800	0,012
20,1200	0,020
20,1600	0,028
20,2000	0,035
20,2400	0,041
20,2800	0,046
20,3200	0,051
20,3600	0,055
20,4000	0,057
20,4400	0,058
20,4800	0,058
20,5200	0,057
20,5600	0,055
20,6000	0,052
20,6400	0,047
20,6800	0,042
20,7200	0,036
20,7600	0,030
20,8000	0,023
20,8400	0,015
20,8800	0,007
20,9200	-0,001
20,9600	-0,009
21,0000	-0,017
21,0400	-0,024
21,0800	-0,031
21,1200	-0,037
21,1600	-0,042
21,2000	-0,047
21,2400	-0,050
21,2800	-0,052
21,3200	-0,054
21,3600	-0,055
21,4000	-0,054
21,4400	-0,052
21,4800	-0,049
21,5200	-0,045
21,5600	-0,040
21,6000	-0,035
21,6400	-0,029
21,6800	-0,022
21,7200	-0,015
21,7600	-0,008
21,8000	0,000
21,8400	0,008
21,8800	0,015
21,9200	0,022
21,9600	0,028
22,0000	0,034
22,0400	0,040
22,0800	0,044
22,1200	0,047
22,1600	0,050
22,2000	0,052
22,2400	0,052
22,2800	0,052
22,3200	0,050
22,3600	0,047
22,4000	0,044
22,4400	0,040
22,4800	0,035
22,5200	0,029
22,5600	0,023
22,6000	0,016
22,6400	0,009
22,6800	0,002
22,7200	-0,005
22,7600	-0,012
22,8000	-0,018
22,8400	-0,025
22,8800	-0,030
22,9200	-0,035
22,9600	-0,040
23,0000	-0,043
23,0400	-0,046
23,0800	-0,048
23,1200	-0,049
23,1600	-0,048
23,2000	-0,047
23,2400	-0,045
23,2800	-0,042
23,3200	-0,038
23,3600	-0,033
23,4000	-0,028
23,4400	-0,023
23,4800	-0,016
23,5200	-0,010
23,5600	-0,003
23,6000	0,004
23,6400	0,010
23,6800	0,017
23,7200	0,023
23,7600	0,028
23,8000	0,033
23,8400	0,038
23,8800	0,041
23,9200	0,044
23,9600	0,045
24,0000	0,046
24,0400	0,046
24,0800	0,045
24,1200	0,043
24,1600	0,041
24,2000	0,038
24,2400	0,033
24,2800	0,028
24,3200	0,023
24,3600	0,017
24,4000	0,011
24,4400	0,005
24,4800	-0,001
24,5200	-0,008
24,5600	-0,014
24,6000	-0,020
24,6400	-0,025
24,6800	-0,030
24,7200	-0,034
24,7600	-0,037
24,8000	-0,040
24,8400	-0,042
24,8800	-0,043
24,9200	-0,043
24,9600	-0,042
25,0000	-0,041
25,0400	-0,038
25,0800	-0,035
25,1200	-0,032
25,1600	-0,027
25,2000	-0,022
25,2400	-0,017
25,2800	-0,011
25,3200	-0,005
25,3600	4,167E-4
25,4000	0,007
25,4400	0,012
25,4800	0,018
25,5200	0,023
25,5600	0,028
25,6000	0,032
25,6400	0,035
25,6800	0,038
25,7200	0,040
25,7600	0,041
25,8000	0,041
25,8400	0,040
25,8800	0,039
25,9200	0,037
25,9600	0,035
26,0000	0,031
26,0400	0,027
26,0800	0,023
26,1200	0,018
26,1600	0,013
26,2000	0,007
26,2400	0,001
26,2800	-0,004
26,3200	-0,010
26,3600	-0,015
26,4000	-0,020
26,4400	-0,024
26,4800	-0,028
26,5200	-0,031
26,5600	-0,034
26,6000	-0,036
26,6400	-0,037
26,6800	-0,038
26,7200	-0,038
26,7600	-0,036
26,8000	-0,035
26,8400	-0,032
26,8800	-0,029
26,9200	-0,025
26,9600	-0,021
27,0000	-0,017
27,0400	-0,012
27,0800	-0,007
27,1200	-0,002
27,1600	0,003
27,2000	0,008
27,2400	0,013
27,2800	0,018
27,3200	0,022
27,3600	0,026
27,4000	0,029
27,4400	0,032
27,4800	0,034
27,5200	0,035
27,5600	0,036
27,6000	0,035
27,6400	0,035
27,6800	0,033
27,7200	0,031
27,7600	0,028
27,8000	0,025
27,8400	0,021
27,8800	0,017
27,9200	0,013
27,9600	0,008
28,0000	0,003
28,0400	-0,002
28,0800	-0,006
28,1200	-0,011
28,1600	-0,015
28,2000	-0,019
28,2400	-0,023
28,2800	-0,026
28,3200	-0,028
28,3600	-0,030
28,4000	-0,032
28,4400	-0,032
28,4800	-0,032
28,5200	-0,032
28,5600	-0,031
28,6000	-0,029
28,6400	-0,026
28,6800	-0,023
28,7200	-0,020
28,7600	-0,016
28,8000	-0,012
28,8400	-0,008
28,8800	-0,003
28,9200	8,333E-4
28,9600	0,005
29,0000	0,010
29,0400	0,014
29,0800	0,018
29,1200	0,021
29,1600	0,024
29,2000	0,027
29,2400	0,029
29,2800	0,030
29,3200	0,031
29,3600	0,031
29,4000	0,030
29,4400	0,029
29,4800	0,028
29,5200	0,025
29,5600	0,023
29,6000	0,020
29,6400	0,016
29,6800	0,013
29,7200	0,009
29,7600	0,005
29,8000	4,167E-4
29,8400	-0,004
29,8800	-0,008
29,9200	-0,011
29,9600	-0,015
30,0000	-0,018
30,0400	-0,021
30,0800	-0,023
30,1200	-0,025
30,1600	-0,027
30,2000	-0,028
30,2400	-0,028
30,2800	-0,028
30,3200	-0,027
30,3600	-0,025
30,4000	-0,023
30,4400	-0,021
30,4800	-0,018
30,5200	-0,015
30,5600	-0,012
30,6000	-0,008
30,6400	-0,005
30,6800	-8,333E-4
30,7200	0,003
30,7600	0,007
30,8000	0,010
30,8400	0,014
30,8800	0,017
30,9200	0,020
30,9600	0,022
31,0000	0,024
31,0400	0,025
31,0800	0,026
31,1200	0,026
31,1600	0,026
31,2000	0,025
31,2400	0,024
31,2800	0,023
31,3200	0,020
31,3600	0,018
31,4000	0,015
31,4400	0,012
31,4800	0,009
31,5200	0,005
31,5600	0,002
31,6000	-0,002
31,6400	-0,005
31,6800	-0,008
31,7200	-0,011
31,7600	-0,014
31,8000	-0,017
31,8400	-0,019
31,8800	-0,021
31,9200	-0,022
31,9600	-0,023
32,0000	-0,023
32,0400	-0,023
32,0800	-0,023
32,1200	-0,022
32,1600	-0,020
32,2000	-0,018
32,2400	-0,016
32,2800	-0,014
32,3200	-0,011
32,3600	-0,008
32,4000	-0,005
32,4400	-0,002
32,4800	0,001
32,5200	0,005
32,5600	0,008
32,6000	0,010
32,6400	0,013
32,6800	0,015
32,7200	0,018
32,7600	0,019
32,8000	0,020
32,8400	0,021
32,8800	0,022
32,9200	0,022
32,9600	0,021
33,0000	0,020
33,0400	0,019
33,0800	0,018
33,1200	0,016
33,1600	0,013
33,2000	0,011
33,2400	0,008
33,2800	0,006
33,3200	0,003
33,3600	0,000
33,4000	-0,003
33,4400	-0,006
33,4800	-0,008
33,5200	-0,011
33,5600	-0,013
33,6000	-0,015
33,6400	-0,016
33,6800	-0,018
33,7200	-0,018
33,7600	-0,019
33,8000	-0,019
33,8400	-0,019
33,8800	-0,018
33,9200	-0,017
33,9600	-0,015
34,0000	-0,014
34,0400	-0,012
34,0800	-0,010
34,1200	-0,008
34,1600	-0,005
34,2000	-0,003
34,2400	4,167E-4
34,2800	0,003
34,3200	0,005
34,3600	0,008
34,4000	0,010
34,4400	0,012
34,4800	0,014
34,5200	0,015
34,5600	0,016
34,6000	0,017
34,6400	0,018
34,6800	0,018
34,7200	0,018
34,7600	0,017
34,8000	0,016
34,8400	0,015
34,8800	0,013
34,9200	0,012
34,9600	0,010
35,0000	0,008
35,0400	0,005
35,0800	0,003
35,1200	8,333E-4
35,1600	-0,002
35,2000	-0,004
35,2400	-0,006
35,2800	-0,008
35,3200	-0,010
35,3600	-0,011
35,4000	-0,013
35,4400	-0,014
35,4800	-0,015
35,5200	-0,015
35,5600	-0,015
35,6000	-0,015
35,6400	-0,014
35,6800	-0,013
35,7200	-0,013
35,7600	-0,011
35,8000	-0,010
35,8400	-0,008
35,8800	-0,006
35,9200	-0,004
35,9600	-0,003
36,0000	-4,167E-4
36,0400	0,002
36,0800	0,004
36,1200	0,005
36,1600	0,008
36,2000	0,009
36,2400	0,010
36,2800	0,012
36,3200	0,013
36,3600	0,013
36,4000	0,014
36,4400	0,014
36,4800	0,013
36,5200	0,013
36,5600	0,013
36,6000	0,012
36,6400	0,010
36,6800	0,009
36,7200	0,008
36,7600	0,006
36,8000	0,005
36,8400	0,003
36,8800	8,333E-4
36,9200	-8,333E-4
36,9600	-0,003
37,0000	-0,004
37,0400	-0,006
37,0800	-0,007
37,1200	-0,008
37,1600	-0,009
37,2000	-0,010
37,2400	-0,011
37,2800	-0,011
37,3200	-0,011
37,3600	-0,011
37,4000	-0,011
37,4400	-0,010
37,4800	-0,009
37,5200	-0,008
37,5600	-0,007
37,6000	-0,006
37,6400	-0,005
37,6800	-0,003
37,7200	-0,002
37,7600	-4,167E-4
37,8000	0,001
37,8400	0,003
37,8800	0,004
37,9200	0,005
37,9600	0,007
38,0000	0,008
38,0400	0,008
38,0800	0,009
38,1200	0,010
38,1600	0,010
38,2000	0,010
38,2400	0,010
38,2800	0,010
38,3200	0,009
38,3600	0,008
38,4000	0,008
38,4400	0,007
38,4800	0,006
38,5200	0,005
38,5600	0,003
38,6000	0,002
38,6400	8,333E-4
38,6800	-4,167E-4
38,7200	-0,002
38,7600	-0,003
38,8000	-0,004
38,8400	-0,005
38,8800	-0,005
38,9200	-0,006
38,9600	-0,007
39,0000	-0,007
39,0400	-0,008
39,0800	-0,008
39,1200	-0,008
39,1600	-0,007
39,2000	-0,007
39,2400	-0,006
39,2800	-0,005
39,3200	-0,005
39,3600	-0,004
39,4000	-0,003
39,4400	-0,002
39,4800	-0,001
39,5200	0,000
39,5600	8,333E-4
39,6000	0,002
39,6400	0,003
39,6800	0,004
39,7200	0,004
39,7600	0,005
39,8000	0,005
39,8400	0,006
39,8800	0,006
39,9200	0,006
39,9600	0,006
40,0000	0,006
40,0400	0,006
40,0800	0,005
40,1200	0,005
40,1600	0,005
40,2000	0,004
40,2400	0,003
40,2800	0,003
40,3200	0,002
40,3600	0,001
40,4000	4,167E-4
40,4400	-4,167E-4
40,4800	-0,001
40,5200	-0,002
40,5600	-0,003
40,6000	-0,003
40,6400	-0,003
40,6800	-0,004
40,7200	-0,004
40,7600	-0,004
40,8000	-0,004
40,8400	-0,004
40,8800	-0,004
40,9200	-0,004
40,9600	-0,003
41,0000	-0,003
41,0400	-0,003
41,0800	-0,002
41,1200	-0,002
41,1600	-0,001
41,2000	-4,167E-4
41,2400	0,000
41,2800	4,167E-4
41,3200	8,333E-4
41,3600	0,002
41,4000	0,002
41,4400	0,003
41,4800	0,003
41,5200	0,003
41,5600	0,003
41,6000	0,003
41,6400	0,003
41,6800	0,003
41,7200	0,003
41,7600	0,003
41,8000	0,003
41,8400	0,003
41,8800	0,003
41,9200	0,002
41,9600	0,002
42,0000	0,001
42,0400	8,333E-4
42,0800	8,333E-4
42,1200	4,167E-4
42,1600	0,000
42,2000	-4,167E-4
42,2400	-8,333E-4
42,2800	-8,333E-4
42,3200	-0,001
42,3600	-0,001
42,4000	-0,001
42,4400	-0,002
42,4800	-0,002
42,5200	-0,002
42,5600	-0,001
42,6000	-0,001
42,6400	-0,001
42,6800	-8,333E-4
42,7200	-8,333E-4
42,7600	-8,333E-4
42,8000	-4,167E-4
42,8400	-4,167E-4
42,8800	0,000
42,9200	0,000
42,9600	4,167E-4
43,0000	4,167E-4
43,0400	8,333E-4
43,0800	8,333E-4
43,1200	8,333E-4
43,1600	8,333E-4
43,2000	8,333E-4
43,2400	0,001
43,2800	0,001
43,3200	0,001
43,3600	8,333E-4
43,4000	8,333E-4
43,4400	8,333E-4
43,4800	8,333E-4
43,5200	8,333E-4
43,5600	8,333E-4
43,6000	4,167E-4
43,6400	4,167E-4
43,6800	4,167E-4
43,7200	4,167E-4
43,7600	4,167E-4
43,8000	4,167E-4
43,8400	0,000
43,8800	0,000
43,9200	0,000
43,9600	0,000
44,0000	0,000
44,0400	0,000
44,0800	0,000
44,1200	0,000
44,1600	0,000
44,2000	4,167E-4
44,2400	4,167E-4
44,2800	4,167E-4
44,3200	4,167E-4
44,3600	4,167E-4
44,4000	4,167E-4
44,4400	4,167E-4
44,4800	4,167E-4
44,5200	4,167E-4
44,5600	4,167E-4
44,6000	4,167E-4
44,6400	4,167E-4
44,6800	4,167E-4
44,7200	4,167E-4
44,7600	4,167E-4
44,8000	4,167E-4
44,8400	4,167E-4
44,8800	4,167E-4
44,9200	4,167E-4
44,9600	4,167E-4
45,0000	4,167E-4
45,0400	4,167E-4
45,0800	4,167E-4
45,1200	4,167E-4
45,1600	4,167E-4
45,2000	4,167E-4
45,2400	4,167E-4
45,2800	4,167E-4
45,3200	4,167E-4
45,3600	4,167E-4
45,4000	4,167E-4
45,4400	4,167E-4
45,4800	4,167E-4
45,5200	4,167E-4
45,5600	4,167E-4
45,6000	4,167E-4
45,6400	4,167E-4
45,6800	4,167E-4
45,7200	4,167E-4
45,7600	4,167E-4
45,8000	4,167E-4
45,8400	4,167E-4
45,8800	4,167E-4
45,9200	4,167E-4
45,9600	4,167E-4
46,0000	4,167E-4
46,0400	4,167E-4
46,0800	4,167E-4
46,1200	4,167E-4
46,1600	4,167E-4
46,2000	4,167E-4
46,2400	4,167E-4
46,2800	4,167E-4
46,3200	4,167E-4
46,3600	4,167E-4
46,4000	4,167E-4
46,4400	4,167E-4
46,4800	4,167E-4
46,5200	4,167E-4
46,5600	4,167E-4
46,6000	4,167E-4
46,6400	4,167E-4
46,6800	4,167E-4
46,7200	4,167E-4
46,7600	4,167E-4
46,8000	4,167E-4
46,8400	4,167E-4
46,8800	4,167E-4
46,9200	4,167E-4
46,9600	4,167E-4
47,0000	4,167E-4
47,0400	4,167E-4
47,0800	4,167E-4
47,1200	4,167E-4
47,1600	4,167E-4
47,2000	4,167E-4
