5.12.2014	16:06:04
Pa
Time[s]	Hydrogen	Time[s]	Helium	Time[s]	Water	Time[s]	Oxygen	Time[s]	OH	Time[s]	Nitrogen/Carbonmon
177,287	8,003637E-07	173,682	-6,843439E-09	174,443	1,066570E-06	174,963	9,194003E-08	175,714	3,363512E-07	176,265	7,676213E-08
181,282	8,007712E-07	178,038	-6,911119E-09	178,629	1,067422E-06	179,199	9,221823E-08	179,730	3,370765E-07	180,491	7,662781E-08
185,458	8,023930E-07	182,034	-6,875911E-09	182,544	1,074009E-06	183,055	9,227613E-08	183,806	3,384799E-07	184,617	7,971766E-08
189,544	8,041488E-07	185,989	-6,654569E-09	186,750	1,073667E-06	187,261	9,332846E-08	188,012	3,393641E-07	188,523	7,933439E-08
193,580	8,043100E-07	190,295	-7,090389E-09	190,886	1,077990E-06	191,427	9,266296E-08	192,208	3,400970E-07	192,739	7,973592E-08
197,726	8,058406E-07	194,331	-7,104689E-09	194,842	1,084646E-06	195,363	9,311377E-08	196,114	3,411104E-07	196,625	7,987807E-08
201,852	8,069254E-07	198,257	-6,681286E-09	199,018	1,083936E-06	199,549	9,321087E-08	200,070	3,423523E-07	200,821	8,004536E-08
206,018	8,076316E-07	202,603	-7,404906E-09	203,134	1,086659E-06	203,675	9,353479E-08	204,456	3,423002E-07	204,987	7,992690E-08
210,204	8,108753E-07	206,779	-6,915145E-09	207,290	1,092148E-06	207,811	9,461969E-08	208,562	3,432641E-07	209,072	8,080901E-08
214,340	8,112755E-07	210,745	-7,038117E-09	211,506	1,093216E-06	212,017	9,445424E-08	212,768	3,439991E-07	213,289	8,185516E-08
218,576	8,116232E-07	214,861	-5,748439E-09	215,652	1,094011E-06	216,193	9,457590E-08	216,974	3,443170E-07	217,485	8,184456E-08
222,732	8,128698E-07	219,087	-6,425044E-09	219,838	1,095352E-06	220,349	9,525846E-08	221,100	3,448461E-07	221,641	8,103350E-08
226,818	8,134706E-07	223,263	-6,923977E-09	224,014	1,099123E-06	224,535	9,518445E-08	225,286	3,455490E-07	225,797	8,199378E-08
