Linear Position, Run #1
Time ( s )	Linear Position ( m )
9,3200	-1,500E-4
9,3600	-7,500E-5
9,4000	0,000
9,4400	7,500E-5
9,4800	7,500E-5
9,5200	0,000
9,5600	-7,500E-5
9,6000	-1,500E-4
9,6400	-2,250E-4
9,6800	-2,250E-4
9,7200	-1,875E-4
9,7600	-1,500E-4
9,8000	-3,750E-5
9,8400	3,750E-5
9,8800	7,500E-5
9,9200	3,750E-5
9,9600	-3,750E-5
10,0000	-1,125E-4
10,0400	-1,875E-4
10,0800	-2,250E-4
10,1200	-2,250E-4
10,1600	-1,875E-4
10,2000	-1,125E-4
10,2400	0,000
10,2800	3,750E-5
10,3200	7,500E-5
10,3600	3,750E-5
10,4000	-3,750E-5
10,4400	-1,500E-4
10,4800	-1,875E-4
10,5200	-2,250E-4
10,5600	-2,250E-4
10,6000	-1,500E-4
10,6400	-7,500E-5
10,6800	0,000
10,7200	7,500E-5
10,7600	7,500E-5
10,8000	3,750E-5
10,8400	-7,500E-5
10,8800	-1,500E-4
10,9200	-2,250E-4
10,9600	-2,250E-4
11,0000	-2,250E-4
11,0400	-1,500E-4
11,0800	-7,500E-5
11,1200	3,750E-5
11,1600	7,500E-5
11,2000	7,500E-5
11,2400	0,000
11,2800	-7,500E-5
11,3200	-1,500E-4
11,3600	-2,250E-4
11,4000	-2,250E-4
11,4400	-1,875E-4
11,4800	-1,125E-4
11,5200	-3,750E-5
11,5600	3,750E-5
11,6000	7,500E-5
11,6400	3,750E-5
11,6800	-3,750E-5
11,7200	-1,125E-4
11,7600	-1,875E-4
11,8000	-2,250E-4
11,8400	-2,250E-4
11,8800	-1,875E-4
11,9200	-1,125E-4
11,9600	0,000
12,0000	7,500E-5
12,0400	7,500E-5
12,0800	3,750E-5
12,1200	-3,750E-5
12,1600	-1,500E-4
12,2000	-1,875E-4
12,2400	-2,250E-4
12,2800	-2,250E-4
12,3200	-1,500E-4
12,3600	-7,500E-5
12,4000	0,000
12,4400	7,500E-5
12,4800	7,500E-5
12,5200	0,000
12,5600	-7,500E-5
12,6000	-1,500E-4
12,6400	-2,250E-4
12,6800	-2,250E-4
12,7200	-1,875E-4
12,7600	-1,500E-4
12,8000	-3,750E-5
12,8400	3,750E-5
12,8800	7,500E-5
12,9200	7,500E-5
12,9600	0,000
13,0000	-1,125E-4
13,0400	-1,875E-4
13,0800	-2,250E-4
13,1200	-2,250E-4
13,1600	-1,875E-4
13,2000	-1,125E-4
13,2400	-3,750E-5
13,2800	7,500E-5
13,3200	7,500E-5
13,3600	3,750E-5
13,4000	-3,750E-5
13,4400	-1,500E-4
13,4800	-1,875E-4
13,5200	-2,250E-4
13,5600	-2,250E-4
13,6000	-1,875E-4
13,6400	-1,125E-4
13,6800	0,000
13,7200	7,500E-5
13,7600	7,500E-5
13,8000	3,750E-5
13,8400	-7,500E-5
13,8800	-1,500E-4
13,9200	-2,250E-4
13,9600	-2,250E-4
14,0000	-2,250E-4
14,0400	-1,500E-4
14,0800	-7,500E-5
14,1200	3,750E-5
14,1600	7,500E-5
14,2000	7,500E-5
14,2400	0,000
14,2800	-7,500E-5
14,3200	-1,875E-4
14,3600	-2,250E-4
14,4000	-2,250E-4
14,4400	-1,875E-4
14,4800	-1,500E-4
14,5200	-3,750E-5
14,5600	3,750E-5
14,6000	7,500E-5
14,6400	7,500E-5
14,6800	-3,750E-5
14,7200	-1,125E-4
14,7600	-2,250E-4
14,8000	-2,250E-4
14,8400	-2,250E-4
14,8800	-1,875E-4
14,9200	-1,125E-4
14,9600	0,000
15,0000	7,500E-5
15,0400	7,500E-5
15,0800	3,750E-5
15,1200	-3,750E-5
15,1600	-1,500E-4
15,2000	-2,250E-4
15,2400	-2,625E-4
15,2800	-2,250E-4
15,3200	-1,875E-4
15,3600	-7,500E-5
15,4000	0,000
15,4400	7,500E-5
15,4800	7,500E-5
15,5200	0,000
15,5600	-7,500E-5
15,6000	-1,875E-4
15,6400	-2,250E-4
15,6800	-2,625E-4
15,7200	-2,250E-4
15,7600	-1,500E-4
15,8000	-3,750E-5
15,8400	3,750E-5
15,8800	7,500E-5
15,9200	7,500E-5
15,9600	0,000
16,0000	-1,125E-4
16,0400	-1,875E-4
16,0800	-2,250E-4
16,1200	-2,250E-4
16,1600	-1,875E-4
16,2000	-1,125E-4
16,2400	-3,750E-5
16,2800	3,750E-5
16,3200	7,500E-5
16,3600	7,500E-5
16,4000	-3,750E-5
16,4400	-1,125E-4
16,4800	-1,875E-4
16,5200	-2,250E-4
16,5600	-2,250E-4
16,6000	-1,875E-4
16,6400	-7,500E-5
16,6800	0,000
16,7200	7,500E-5
16,7600	7,500E-5
16,8000	3,750E-5
16,8400	-3,750E-5
16,8800	-1,500E-4
16,9200	-2,250E-4
16,9600	-2,250E-4
17,0000	-2,250E-4
17,0400	-1,500E-4
17,0800	-7,500E-5
17,1200	3,750E-5
17,1600	7,500E-5
17,2000	7,500E-5
17,2400	3,750E-5
17,2800	-7,500E-5
17,3200	-1,875E-4
17,3600	-2,250E-4
17,4000	-2,250E-4
17,4400	-2,250E-4
17,4800	-1,500E-4
17,5200	-3,750E-5
17,5600	3,750E-5
17,6000	1,125E-4
17,6400	7,500E-5
17,6800	0,000
17,7200	-7,500E-5
17,7600	-1,875E-4
17,8000	-2,250E-4
17,8400	-2,625E-4
17,8800	-1,875E-4
17,9200	-1,125E-4
17,9600	-3,750E-5
18,0000	7,500E-5
18,0400	1,125E-4
18,0800	1,125E-4
18,1200	0,000
18,1600	-1,125E-4
18,2000	-1,875E-4
18,2400	-2,250E-4
18,2800	-2,250E-4
18,3200	-1,875E-4
18,3600	-7,500E-5
18,4000	0,000
18,4400	7,500E-5
18,4800	1,125E-4
18,5200	3,750E-5
18,5600	-3,750E-5
18,6000	-1,500E-4
18,6400	-2,250E-4
18,6800	-2,250E-4
18,7200	-2,250E-4
18,7600	-1,500E-4
18,8000	-3,750E-5
18,8400	7,500E-5
18,8800	1,125E-4
18,9200	1,125E-4
18,9600	0,000
19,0000	-7,500E-5
19,0400	-1,875E-4
19,0800	-2,250E-4
19,1200	-2,250E-4
19,1600	-1,875E-4
19,2000	-1,125E-4
19,2400	0,000
19,2800	7,500E-5
19,3200	1,125E-4
19,3600	7,500E-5
19,4000	0,000
19,4400	-1,125E-4
19,4800	-1,875E-4
19,5200	-2,250E-4
19,5600	-2,250E-4
19,6000	-1,875E-4
19,6400	-1,125E-4
19,6800	0,000
19,7200	7,500E-5
19,7600	1,125E-4
19,8000	7,500E-5
19,8400	-3,750E-5
19,8800	-1,125E-4
19,9200	-1,875E-4
19,9600	-2,250E-4
20,0000	-2,250E-4
20,0400	-1,875E-4
20,0800	-7,500E-5
20,1200	3,750E-5
20,1600	1,125E-4
20,2000	1,125E-4
20,2400	7,500E-5
20,2800	-3,750E-5
20,3200	-1,500E-4
20,3600	-2,250E-4
20,4000	-2,250E-4
20,4400	-2,250E-4
20,4800	-1,500E-4
20,5200	-3,750E-5
20,5600	7,500E-5
20,6000	1,125E-4
20,6400	1,125E-4
20,6800	3,750E-5
20,7200	-7,500E-5
20,7600	-1,875E-4
20,8000	-2,250E-4
20,8400	-2,250E-4
20,8800	-1,875E-4
20,9200	-1,125E-4
20,9600	0,000
21,0000	7,500E-5
21,0400	1,125E-4
21,0800	7,500E-5
21,1200	0,000
21,1600	-1,125E-4
21,2000	-1,875E-4
21,2400	-2,250E-4
21,2800	-2,250E-4
21,3200	-1,875E-4
21,3600	-1,125E-4
21,4000	0,000
21,4400	7,500E-5
21,4800	1,125E-4
21,5200	7,500E-5
21,5600	-3,750E-5
21,6000	-1,500E-4
21,6400	-1,875E-4
21,6800	-2,250E-4
21,7200	-2,250E-4
21,7600	-1,500E-4
21,8000	-7,500E-5
21,8400	3,750E-5
21,8800	1,125E-4
21,9200	1,125E-4
21,9600	3,750E-5
22,0000	-7,500E-5
22,0400	-1,500E-4
22,0800	-2,250E-4
22,1200	-2,250E-4
22,1600	-2,250E-4
22,2000	-1,500E-4
22,2400	-3,750E-5
22,2800	3,750E-5
22,3200	1,125E-4
22,3600	1,125E-4
22,4000	3,750E-5
22,4400	-7,500E-5
22,4800	-1,875E-4
22,5200	-2,250E-4
22,5600	-2,250E-4
22,6000	-1,875E-4
22,6400	-1,125E-4
22,6800	0,000
22,7200	7,500E-5
22,7600	1,125E-4
22,8000	7,500E-5
22,8400	0,000
22,8800	-1,125E-4
22,9200	-1,875E-4
22,9600	-2,250E-4
23,0000	-2,250E-4
23,0400	-1,875E-4
23,0800	-7,500E-5
23,1200	0,000
23,1600	7,500E-5
23,2000	1,125E-4
23,2400	3,750E-5
23,2800	-3,750E-5
23,3200	-1,500E-4
23,3600	-1,875E-4
23,4000	-2,250E-4
23,4400	-2,250E-4
23,4800	-1,500E-4
23,5200	-7,500E-5
23,5600	3,750E-5
23,6000	7,500E-5
23,6400	7,500E-5
23,6800	3,750E-5
23,7200	-7,500E-5
23,7600	-1,500E-4
23,8000	-2,250E-4
23,8400	-2,250E-4
23,8800	-1,875E-4
23,9200	-1,500E-4
23,9600	-3,750E-5
24,0000	3,750E-5
24,0400	7,500E-5
24,0800	7,500E-5
24,1200	0,000
24,1600	-7,500E-5
24,2000	-1,875E-4
24,2400	-2,250E-4
24,2800	-2,250E-4
24,3200	-1,875E-4
24,3600	-1,125E-4
24,4000	0,000
24,4400	7,500E-5
24,4800	1,125E-4
24,5200	7,500E-5
24,5600	-3,750E-5
24,6000	-1,125E-4
24,6400	-1,875E-4
24,6800	-2,250E-4
24,7200	-2,250E-4
24,7600	-1,875E-4
24,8000	-7,500E-5
24,8400	0,000
24,8800	7,500E-5
24,9200	1,125E-4
24,9600	3,750E-5
25,0000	-3,750E-5
25,0400	-1,500E-4
25,0800	-2,250E-4
25,1200	-2,250E-4
25,1600	-2,250E-4
25,2000	-1,500E-4
25,2400	-3,750E-5
25,2800	3,750E-5
25,3200	1,125E-4
25,3600	1,125E-4
25,4000	3,750E-5
25,4400	-7,500E-5
25,4800	-1,875E-4
25,5200	-2,250E-4
25,5600	-2,250E-4
25,6000	-1,875E-4
25,6400	-1,125E-4
25,6800	-3,750E-5
25,7200	7,500E-5
25,7600	7,500E-5
25,8000	7,500E-5
25,8400	0,000
25,8800	-1,125E-4
25,9200	-1,875E-4
25,9600	-2,250E-4
26,0000	-2,250E-4
26,0400	-1,875E-4
26,0800	-1,125E-4
26,1200	0,000
26,1600	7,500E-5
26,2000	1,125E-4
26,2400	7,500E-5
26,2800	-3,750E-5
26,3200	-1,125E-4
26,3600	-1,875E-4
26,4000	-2,250E-4
26,4400	-2,250E-4
26,4800	-1,500E-4
26,5200	-7,500E-5
26,5600	3,750E-5
26,6000	7,500E-5
26,6400	1,125E-4
26,6800	3,750E-5
26,7200	-3,750E-5
26,7600	-1,500E-4
26,8000	-2,250E-4
26,8400	-2,250E-4
26,8800	-2,250E-4
26,9200	-1,500E-4
26,9600	-3,750E-5
27,0000	3,750E-5
27,0400	1,125E-4
27,0800	1,125E-4
27,1200	0,000
27,1600	-7,500E-5
27,2000	-1,875E-4
27,2400	-2,250E-4
27,2800	-2,625E-4
27,3200	-1,875E-4
27,3600	-1,125E-4
27,4000	0,000
27,4400	7,500E-5
27,4800	1,125E-4
27,5200	7,500E-5
27,5600	0,000
27,6000	-1,125E-4
27,6400	-2,250E-4
27,6800	-2,625E-4
27,7200	-2,625E-4
27,7600	-1,875E-4
27,8000	-1,125E-4
27,8400	0,000
27,8800	7,500E-5
27,9200	1,125E-4
27,9600	7,500E-5
28,0000	-3,750E-5
28,0400	-1,500E-4
28,0800	-2,250E-4
28,1200	-2,625E-4
28,1600	-2,250E-4
28,2000	-1,875E-4
28,2400	-7,500E-5
28,2800	3,750E-5
28,3200	1,125E-4
28,3600	1,125E-4
28,4000	3,750E-5
28,4400	-7,500E-5
28,4800	-1,500E-4
28,5200	-2,250E-4
28,5600	-2,625E-4
28,6000	-2,250E-4
28,6400	-1,500E-4
28,6800	-3,750E-5
28,7200	3,750E-5
28,7600	1,125E-4
28,8000	1,125E-4
28,8400	3,750E-5
28,8800	-7,500E-5
28,9200	-1,875E-4
28,9600	-2,250E-4
29,0000	-2,625E-4
29,0400	-2,250E-4
29,0800	-1,125E-4
29,1200	-3,750E-5
29,1600	7,500E-5
29,2000	1,125E-4
29,2400	7,500E-5
29,2800	0,000
29,3200	-1,125E-4
29,3600	-1,875E-4
29,4000	-2,625E-4
29,4400	-2,625E-4
29,4800	-1,875E-4
29,5200	-1,125E-4
29,5600	0,000
29,6000	7,500E-5
29,6400	1,125E-4
29,6800	7,500E-5
29,7200	-3,750E-5
29,7600	-1,500E-4
29,8000	-2,250E-4
29,8400	-2,250E-4
29,8800	-2,250E-4
29,9200	-1,500E-4
29,9600	-7,500E-5
30,0000	3,750E-5
30,0400	7,500E-5
30,0800	1,125E-4
30,1200	3,750E-5
30,1600	-3,750E-5
30,2000	-1,500E-4
30,2400	-2,250E-4
30,2800	-2,250E-4
30,3200	-2,250E-4
30,3600	-1,500E-4
30,4000	-3,750E-5
30,4400	3,750E-5
30,4800	7,500E-5
30,5200	7,500E-5
30,5600	3,750E-5
30,6000	-7,500E-5
30,6400	-1,875E-4
30,6800	-2,250E-4
30,7200	-2,250E-4
30,7600	-1,875E-4
30,8000	-1,125E-4
30,8400	0,000
30,8800	7,500E-5
30,9200	1,125E-4
30,9600	7,500E-5
31,0000	0,000
31,0400	-1,125E-4
31,0800	-1,875E-4
31,1200	-2,625E-4
31,1600	-2,250E-4
31,2000	-1,875E-4
31,2400	-1,125E-4
31,2800	0,000
31,3200	7,500E-5
31,3600	7,500E-5
31,4000	7,500E-5
31,4400	-3,750E-5
31,4800	-1,125E-4
31,5200	-2,250E-4
31,5600	-2,250E-4
31,6000	-2,250E-4
31,6400	-1,500E-4
31,6800	-7,500E-5
31,7200	3,750E-5
31,7600	7,500E-5
31,8000	7,500E-5
31,8400	3,750E-5
31,8800	-7,500E-5
31,9200	-1,500E-4
31,9600	-2,250E-4
32,0000	-2,250E-4
32,0400	-2,250E-4
32,0800	-1,500E-4
32,1200	-3,750E-5
32,1600	7,500E-5
32,2000	1,125E-4
32,2400	1,125E-4
32,2800	0,000
32,3200	-7,500E-5
32,3600	-1,875E-4
32,4000	-2,625E-4
32,4400	-2,625E-4
32,4800	-1,875E-4
32,5200	-1,125E-4
32,5600	0,000
32,6000	7,500E-5
32,6400	1,125E-4
32,6800	7,500E-5
32,7200	0,000
32,7600	-1,500E-4
32,8000	-2,250E-4
32,8400	-2,625E-4
32,8800	-2,250E-4
32,9200	-1,875E-4
32,9600	-7,500E-5
33,0000	0,000
33,0400	7,500E-5
33,0800	1,125E-4
33,1200	3,750E-5
33,1600	-3,750E-5
33,2000	-1,500E-4
33,2400	-2,250E-4
33,2800	-2,625E-4
33,3200	-2,250E-4
33,3600	-1,500E-4
33,4000	-7,500E-5
33,4400	3,750E-5
33,4800	7,500E-5
33,5200	1,125E-4
33,5600	3,750E-5
33,6000	-7,500E-5
33,6400	-1,875E-4
33,6800	-2,625E-4
33,7200	-2,625E-4
33,7600	-2,250E-4
33,8000	-1,500E-4
33,8400	-3,750E-5
33,8800	7,500E-5
33,9200	1,125E-4
33,9600	1,125E-4
34,0000	0,000
34,0400	-1,125E-4
34,0800	-1,875E-4
34,1200	-2,625E-4
34,1600	-2,625E-4
34,2000	-1,875E-4
34,2400	-1,125E-4
34,2800	0,000
34,3200	7,500E-5
34,3600	1,125E-4
34,4000	7,500E-5
34,4400	-3,750E-5
34,4800	-1,500E-4
34,5200	-2,250E-4
34,5600	-2,625E-4
34,6000	-2,250E-4
34,6400	-1,875E-4
34,6800	-7,500E-5
34,7200	3,750E-5
34,7600	7,500E-5
34,8000	1,125E-4
34,8400	3,750E-5
34,8800	-3,750E-5
34,9200	-1,500E-4
34,9600	-2,250E-4
35,0000	-2,625E-4
35,0400	-2,250E-4
35,0800	-1,500E-4
35,1200	-3,750E-5
35,1600	3,750E-5
35,2000	1,125E-4
35,2400	1,125E-4
35,2800	3,750E-5
35,3200	-7,500E-5
35,3600	-1,875E-4
35,4000	-2,250E-4
35,4400	-2,625E-4
35,4800	-2,250E-4
35,5200	-1,500E-4
35,5600	-3,750E-5
35,6000	7,500E-5
35,6400	1,125E-4
35,6800	7,500E-5
35,7200	0,000
35,7600	-1,125E-4
35,8000	-1,875E-4
35,8400	-2,625E-4
35,8800	-2,625E-4
35,9200	-1,875E-4
35,9600	-1,125E-4
36,0000	0,000
36,0400	7,500E-5
36,0800	1,125E-4
36,1200	7,500E-5
36,1600	-3,750E-5
36,2000	-1,500E-4
36,2400	-2,250E-4
36,2800	-2,625E-4
36,3200	-2,250E-4
36,3600	-1,875E-4
36,4000	-7,500E-5
36,4400	0,000
36,4800	1,125E-4
36,5200	1,125E-4
36,5600	7,500E-5
36,6000	-3,750E-5
36,6400	-1,500E-4
36,6800	-2,250E-4
36,7200	-2,250E-4
36,7600	-2,250E-4
36,8000	-1,500E-4
36,8400	-3,750E-5
36,8800	3,750E-5
36,9200	1,125E-4
36,9600	1,125E-4
37,0000	3,750E-5
37,0400	-7,500E-5
37,0800	-1,875E-4
37,1200	-2,250E-4
37,1600	-2,625E-4
37,2000	-2,250E-4
37,2400	-1,500E-4
37,2800	-3,750E-5
37,3200	7,500E-5
37,3600	1,125E-4
37,4000	1,125E-4
37,4400	0,000
37,4800	-1,125E-4
37,5200	-1,875E-4
37,5600	-2,625E-4
37,6000	-2,625E-4
37,6400	-1,875E-4
37,6800	-1,125E-4
37,7200	0,000
37,7600	7,500E-5
37,8000	1,125E-4
37,8400	7,500E-5
37,8800	-3,750E-5
37,9200	-1,500E-4
37,9600	-2,250E-4
38,0000	-2,625E-4
38,0400	-2,625E-4
38,0800	-1,875E-4
38,1200	-7,500E-5
38,1600	3,750E-5
38,2000	7,500E-5
38,2400	1,125E-4
38,2800	3,750E-5
38,3200	-3,750E-5
38,3600	-1,500E-4
38,4000	-2,250E-4
38,4400	-2,625E-4
38,4800	-2,250E-4
38,5200	-1,500E-4
38,5600	-3,750E-5
38,6000	3,750E-5
38,6400	1,125E-4
38,6800	1,125E-4
38,7200	3,750E-5
38,7600	-7,500E-5
38,8000	-1,875E-4
38,8400	-2,250E-4
38,8800	-2,625E-4
38,9200	-2,250E-4
38,9600	-1,500E-4
39,0000	-3,750E-5
39,0400	7,500E-5
39,0800	1,125E-4
39,1200	1,125E-4
39,1600	0,000
39,2000	-7,500E-5
39,2400	-1,875E-4
39,2800	-2,250E-4
39,3200	-2,250E-4
39,3600	-1,875E-4
39,4000	-1,125E-4
39,4400	0,000
39,4800	7,500E-5
39,5200	1,125E-4
39,5600	7,500E-5
39,6000	0,000
39,6400	-1,125E-4
39,6800	-2,250E-4
39,7200	-2,625E-4
39,7600	-2,250E-4
39,8000	-1,875E-4
39,8400	-7,500E-5
39,8800	3,750E-5
39,9200	7,500E-5
39,9600	1,125E-4
40,0000	3,750E-5
40,0400	-3,750E-5
40,0800	-1,500E-4
40,1200	-2,250E-4
40,1600	-2,625E-4
40,2000	-2,250E-4
40,2400	-1,500E-4
40,2800	-3,750E-5
40,3200	3,750E-5
40,3600	1,125E-4
40,4000	1,125E-4
40,4400	3,750E-5
40,4800	-7,500E-5
40,5200	-1,875E-4
40,5600	-2,250E-4
40,6000	-2,625E-4
40,6400	-2,250E-4
40,6800	-1,500E-4
40,7200	-3,750E-5
40,7600	7,500E-5
40,8000	1,125E-4
40,8400	7,500E-5
40,8800	0,000
40,9200	-7,500E-5
40,9600	-1,875E-4
41,0000	-2,250E-4
41,0400	-2,250E-4
41,0800	-1,875E-4
41,1200	-1,125E-4
41,1600	0,000
41,2000	7,500E-5
41,2400	1,125E-4
41,2800	7,500E-5
41,3200	-3,750E-5
41,3600	-1,125E-4
41,4000	-1,875E-4
41,4400	-2,250E-4
41,4800	-2,250E-4
41,5200	-1,875E-4
41,5600	-7,500E-5
41,6000	0,000
41,6400	7,500E-5
41,6800	7,500E-5
41,7200	3,750E-5
41,7600	-3,750E-5
41,8000	-1,500E-4
41,8400	-2,250E-4
41,8800	-2,250E-4
41,9200	-2,250E-4
41,9600	-1,500E-4
42,0000	-3,750E-5
42,0400	3,750E-5
42,0800	7,500E-5
42,1200	7,500E-5
42,1600	3,750E-5
42,2000	-7,500E-5
42,2400	-1,500E-4
42,2800	-2,250E-4
42,3200	-2,250E-4
42,3600	-1,875E-4
42,4000	-1,125E-4
42,4400	-3,750E-5
42,4800	7,500E-5
42,5200	7,500E-5
42,5600	7,500E-5
42,6000	0,000
42,6400	-1,125E-4
42,6800	-1,875E-4
42,7200	-2,250E-4
42,7600	-2,250E-4
42,8000	-1,875E-4
42,8400	-1,125E-4
42,8800	0,000
42,9200	7,500E-5
42,9600	1,125E-4
43,0000	7,500E-5
43,0400	-3,750E-5
43,0800	-1,500E-4
43,1200	-1,875E-4
43,1600	-2,250E-4
43,2000	-2,250E-4
43,2400	-1,500E-4
43,2800	-7,500E-5
43,3200	3,750E-5
43,3600	7,500E-5
43,4000	7,500E-5
43,4400	3,750E-5
43,4800	-7,500E-5
43,5200	-1,500E-4
43,5600	-2,250E-4
43,6000	-2,250E-4
43,6400	-2,250E-4
43,6800	-1,500E-4
43,7200	-3,750E-5
43,7600	3,750E-5
43,8000	7,500E-5
43,8400	7,500E-5
43,8800	0,000
43,9200	-7,500E-5
43,9600	-1,875E-4
44,0000	-2,250E-4
44,0400	-2,250E-4
44,0800	-1,875E-4
44,1200	-1,125E-4
44,1600	-3,750E-5
44,2000	7,500E-5
44,2400	1,125E-4
44,2800	7,500E-5
44,3200	0,000
44,3600	-1,125E-4
44,4000	-1,875E-4
44,4400	-2,250E-4
44,4800	-2,250E-4
44,5200	-1,875E-4
44,5600	-7,500E-5
44,6000	0,000
44,6400	7,500E-5
44,6800	7,500E-5
44,7200	7,500E-5
44,7600	-3,750E-5
44,8000	-1,500E-4
44,8400	-2,250E-4
44,8800	-2,250E-4
44,9200	-2,250E-4
