Linear Position, Run #1
Time ( s )	Linear Position ( m )
46,4800	6,750E-4
46,5200	5,625E-4
46,5600	4,875E-4
46,6000	4,125E-4
46,6400	4,125E-4
46,6800	4,125E-4
46,7200	4,875E-4
46,7600	6,000E-4
46,8000	6,750E-4
46,8400	7,125E-4
46,8800	7,125E-4
46,9200	6,750E-4
46,9600	6,000E-4
47,0000	4,875E-4
47,0400	4,125E-4
47,0800	4,125E-4
47,1200	4,125E-4
47,1600	4,875E-4
47,2000	5,625E-4
47,2400	6,375E-4
47,2800	7,125E-4
47,3200	7,125E-4
47,3600	6,750E-4
47,4000	6,000E-4
47,4400	4,875E-4
47,4800	4,500E-4
47,5200	4,125E-4
47,5600	4,125E-4
47,6000	4,875E-4
47,6400	5,625E-4
47,6800	6,375E-4
47,7200	7,125E-4
47,7600	7,125E-4
47,8000	6,750E-4
47,8400	6,000E-4
47,8800	5,250E-4
47,9200	4,500E-4
47,9600	4,125E-4
48,0000	4,125E-4
48,0400	4,875E-4
48,0800	5,625E-4
48,1200	6,375E-4
48,1600	7,125E-4
48,2000	7,125E-4
48,2400	6,750E-4
48,2800	6,000E-4
48,3200	5,250E-4
48,3600	4,500E-4
48,4000	4,125E-4
48,4400	4,125E-4
48,4800	4,500E-4
48,5200	5,250E-4
48,5600	6,375E-4
48,6000	7,125E-4
48,6400	7,125E-4
48,6800	6,750E-4
48,7200	6,000E-4
48,7600	5,250E-4
48,8000	4,500E-4
48,8400	4,125E-4
48,8800	4,125E-4
48,9200	4,500E-4
48,9600	5,250E-4
49,0000	6,000E-4
49,0400	6,750E-4
49,0800	7,125E-4
49,1200	6,750E-4
49,1600	6,375E-4
49,2000	5,250E-4
49,2400	4,500E-4
49,2800	4,125E-4
49,3200	4,125E-4
49,3600	4,500E-4
49,4000	5,250E-4
49,4400	6,000E-4
49,4800	6,750E-4
49,5200	7,125E-4
49,5600	7,125E-4
49,6000	6,375E-4
49,6400	5,625E-4
49,6800	4,500E-4
49,7200	4,125E-4
49,7600	4,125E-4
49,8000	4,500E-4
49,8400	5,250E-4
49,8800	6,000E-4
49,9200	6,750E-4
49,9600	7,125E-4
50,0000	7,125E-4
50,0400	6,375E-4
50,0800	5,625E-4
50,1200	4,875E-4
50,1600	4,125E-4
50,2000	4,125E-4
50,2400	4,125E-4
50,2800	4,875E-4
50,3200	6,000E-4
50,3600	6,750E-4
50,4000	7,125E-4
50,4400	7,125E-4
50,4800	6,375E-4
50,5200	5,625E-4
50,5600	4,875E-4
50,6000	4,125E-4
50,6400	4,125E-4
50,6800	4,125E-4
50,7200	4,875E-4
50,7600	6,000E-4
50,8000	6,750E-4
50,8400	7,125E-4
50,8800	7,125E-4
50,9200	6,750E-4
50,9600	5,625E-4
51,0000	4,875E-4
51,0400	4,125E-4
51,0800	4,125E-4
51,1200	4,125E-4
51,1600	4,875E-4
51,2000	5,625E-4
51,2400	6,375E-4
51,2800	7,125E-4
51,3200	7,125E-4
51,3600	6,750E-4
51,4000	6,000E-4
51,4400	4,875E-4
51,4800	4,500E-4
51,5200	4,125E-4
51,5600	4,125E-4
51,6000	4,875E-4
51,6400	5,625E-4
51,6800	6,375E-4
51,7200	7,125E-4
51,7600	7,125E-4
51,8000	6,750E-4
51,8400	6,000E-4
51,8800	4,875E-4
51,9200	4,500E-4
51,9600	4,125E-4
52,0000	4,125E-4
52,0400	4,500E-4
52,0800	5,625E-4
52,1200	6,375E-4
52,1600	7,125E-4
52,2000	7,125E-4
52,2400	7,125E-4
52,2800	6,000E-4
52,3200	5,250E-4
52,3600	4,500E-4
52,4000	4,125E-4
52,4400	4,125E-4
52,4800	4,500E-4
52,5200	5,250E-4
52,5600	6,375E-4
52,6000	7,125E-4
52,6400	7,125E-4
52,6800	7,125E-4
52,7200	6,375E-4
52,7600	5,250E-4
52,8000	4,500E-4
52,8400	4,125E-4
52,8800	4,125E-4
52,9200	4,500E-4
52,9600	5,250E-4
53,0000	6,375E-4
53,0400	7,125E-4
53,0800	7,125E-4
53,1200	7,125E-4
53,1600	6,375E-4
53,2000	5,250E-4
53,2400	4,500E-4
53,2800	4,125E-4
53,3200	4,125E-4
53,3600	4,500E-4
53,4000	5,250E-4
53,4400	6,000E-4
53,4800	6,750E-4
53,5200	7,125E-4
53,5600	7,125E-4
53,6000	6,375E-4
53,6400	5,625E-4
53,6800	4,500E-4
53,7200	4,125E-4
53,7600	4,125E-4
53,8000	4,500E-4
53,8400	4,875E-4
53,8800	6,000E-4
53,9200	6,750E-4
53,9600	7,125E-4
54,0000	7,125E-4
54,0400	6,750E-4
54,0800	5,625E-4
54,1200	4,875E-4
54,1600	4,125E-4
54,2000	3,750E-4
54,2400	4,125E-4
54,2800	4,875E-4
54,3200	6,000E-4
54,3600	6,750E-4
54,4000	7,125E-4
54,4400	7,125E-4
54,4800	6,750E-4
54,5200	5,625E-4
54,5600	4,875E-4
54,6000	4,125E-4
54,6400	4,125E-4
54,6800	4,125E-4
54,7200	4,875E-4
54,7600	5,625E-4
54,8000	6,750E-4
54,8400	7,125E-4
54,8800	7,125E-4
54,9200	6,750E-4
54,9600	6,000E-4
55,0000	4,875E-4
55,0400	4,125E-4
55,0800	4,125E-4
55,1200	4,125E-4
55,1600	4,875E-4
55,2000	5,625E-4
55,2400	6,375E-4
55,2800	7,125E-4
55,3200	7,125E-4
55,3600	6,750E-4
55,4000	6,000E-4
55,4400	4,875E-4
55,4800	4,500E-4
55,5200	4,125E-4
55,5600	4,125E-4
55,6000	4,875E-4
55,6400	5,625E-4
55,6800	6,375E-4
55,7200	7,125E-4
55,7600	7,125E-4
55,8000	6,750E-4
55,8400	6,000E-4
55,8800	5,250E-4
55,9200	4,500E-4
55,9600	4,125E-4
56,0000	4,125E-4
56,0400	4,500E-4
56,0800	5,625E-4
56,1200	6,375E-4
56,1600	7,125E-4
56,2000	7,125E-4
56,2400	7,125E-4
56,2800	6,375E-4
56,3200	5,250E-4
56,3600	4,500E-4
56,4000	4,125E-4
56,4400	4,125E-4
56,4800	4,500E-4
56,5200	5,250E-4
56,5600	6,375E-4
56,6000	7,125E-4
56,6400	7,125E-4
56,6800	7,125E-4
56,7200	6,375E-4
56,7600	5,250E-4
56,8000	4,500E-4
56,8400	4,125E-4
56,8800	3,750E-4
56,9200	4,500E-4
56,9600	5,250E-4
57,0000	6,375E-4
57,0400	7,125E-4
57,0800	7,125E-4
57,1200	7,125E-4
57,1600	6,375E-4
57,2000	5,250E-4
57,2400	4,500E-4
57,2800	4,125E-4
57,3200	3,750E-4
57,3600	4,500E-4
57,4000	5,250E-4
57,4400	6,000E-4
57,4800	7,125E-4
57,5200	7,125E-4
57,5600	7,125E-4
57,6000	6,375E-4
57,6400	5,625E-4
57,6800	4,500E-4
57,7200	4,125E-4
57,7600	3,750E-4
57,8000	4,125E-4
57,8400	4,875E-4
57,8800	6,000E-4
57,9200	6,750E-4
57,9600	7,125E-4
58,0000	7,125E-4
58,0400	6,750E-4
58,0800	5,625E-4
58,1200	4,500E-4
58,1600	4,125E-4
58,2000	3,750E-4
58,2400	4,125E-4
58,2800	4,875E-4
58,3200	6,000E-4
58,3600	6,750E-4
58,4000	7,125E-4
58,4400	7,500E-4
58,4800	6,750E-4
58,5200	6,000E-4
58,5600	4,875E-4
58,6000	4,125E-4
58,6400	3,750E-4
58,6800	4,125E-4
58,7200	4,875E-4
58,7600	6,000E-4
58,8000	6,750E-4
58,8400	7,125E-4
58,8800	7,500E-4
58,9200	6,750E-4
58,9600	6,000E-4
59,0000	4,875E-4
59,0400	4,125E-4
59,0800	3,750E-4
59,1200	4,125E-4
59,1600	4,875E-4
59,2000	5,625E-4
59,2400	6,750E-4
59,2800	7,125E-4
59,3200	7,500E-4
59,3600	6,750E-4
59,4000	6,000E-4
59,4400	4,875E-4
59,4800	4,125E-4
59,5200	3,750E-4
59,5600	4,125E-4
59,6000	4,500E-4
59,6400	5,625E-4
59,6800	6,375E-4
59,7200	7,125E-4
59,7600	7,125E-4
59,8000	7,125E-4
59,8400	6,000E-4
59,8800	5,250E-4
59,9200	4,500E-4
59,9600	3,750E-4
60,0000	3,750E-4
60,0400	4,500E-4
60,0800	5,625E-4
60,1200	6,375E-4
60,1600	7,125E-4
60,2000	7,125E-4
60,2400	7,125E-4
60,2800	6,375E-4
60,3200	5,250E-4
60,3600	4,500E-4
60,4000	3,750E-4
60,4400	3,750E-4
60,4800	4,500E-4
60,5200	5,250E-4
60,5600	6,375E-4
60,6000	7,125E-4
60,6400	7,500E-4
60,6800	7,125E-4
60,7200	6,375E-4
60,7600	5,250E-4
60,8000	4,500E-4
60,8400	3,750E-4
60,8800	3,750E-4
60,9200	4,125E-4
60,9600	5,250E-4
61,0000	6,000E-4
61,0400	7,125E-4
61,0800	7,500E-4
61,1200	7,125E-4
61,1600	6,375E-4
61,2000	5,625E-4
61,2400	4,500E-4
61,2800	4,125E-4
61,3200	3,750E-4
61,3600	4,125E-4
61,4000	4,875E-4
61,4400	6,000E-4
61,4800	7,125E-4
61,5200	7,500E-4
61,5600	7,500E-4
61,6000	6,750E-4
61,6400	5,625E-4
61,6800	4,500E-4
61,7200	4,125E-4
61,7600	3,750E-4
61,8000	4,125E-4
61,8400	4,875E-4
61,8800	6,000E-4
61,9200	7,125E-4
61,9600	7,500E-4
62,0000	7,500E-4
62,0400	6,750E-4
62,0800	6,000E-4
62,1200	4,875E-4
62,1600	4,125E-4
62,2000	3,750E-4
62,2400	4,125E-4
62,2800	4,875E-4
62,3200	6,000E-4
62,3600	6,750E-4
62,4000	7,500E-4
62,4400	7,500E-4
62,4800	6,750E-4
62,5200	6,000E-4
62,5600	4,875E-4
62,6000	4,125E-4
62,6400	3,750E-4
62,6800	4,125E-4
62,7200	4,875E-4
62,7600	5,625E-4
62,8000	6,750E-4
62,8400	7,125E-4
62,8800	7,500E-4
62,9200	6,750E-4
