Position, Run #13
Time ( s )	Position ( m )
10,1200	0,011
10,1600	0,016
10,2000	0,020
10,2400	0,024
10,2800	0,028
10,3200	0,030
10,3600	0,032
10,4000	0,034
10,4400	0,034
10,4800	0,034
10,5200	0,034
10,5600	0,032
10,6000	0,030
10,6400	0,028
10,6800	0,025
10,7200	0,021
10,7600	0,018
10,8000	0,013
10,8400	0,009
10,8800	0,005
10,9200	0,000
10,9600	-0,004
11,0000	-0,008
11,0400	-0,013
11,0800	-0,016
11,1200	-0,020
11,1600	-0,022
11,2000	-0,025
11,2400	-0,026
11,2800	-0,028
11,3200	-0,028
11,3600	-0,028
11,4000	-0,028
11,4400	-0,027
11,4800	-0,025
11,5200	-0,023
11,5600	-0,021
11,6000	-0,018
11,6400	-0,015
11,6800	-0,011
11,7200	-0,008
11,7600	-0,004
11,8000	-8,333E-4
11,8400	0,003
11,8800	0,006
11,9200	0,010
11,9600	0,013
12,0000	0,015
12,0400	0,018
12,0800	0,020
12,1200	0,021
12,1600	0,022
12,2000	0,023
12,2400	0,023
12,2800	0,023
12,3200	0,022
12,3600	0,020
12,4000	0,019
12,4400	0,017
12,4800	0,015
12,5200	0,012
12,5600	0,010
12,6000	0,007
12,6400	0,004
12,6800	8,333E-4
12,7200	-0,002
12,7600	-0,005
12,8000	-0,008
12,8400	-0,010
12,8800	-0,012
12,9200	-0,014
12,9600	-0,015
13,0000	-0,017
13,0400	-0,018
13,0800	-0,018
13,1200	-0,018
13,1600	-0,018
13,2000	-0,017
13,2400	-0,016
13,2800	-0,015
13,3200	-0,013
13,3600	-0,012
13,4000	-0,010
13,4400	-0,008
13,4800	-0,005
13,5200	-0,003
13,5600	-8,333E-4
13,6000	0,001
13,6400	0,003
13,6800	0,005
13,7200	0,008
13,7600	0,009
13,8000	0,010
13,8400	0,012
13,8800	0,013
13,9200	0,013
13,9600	0,014
14,0000	0,014
14,0400	0,014
14,0800	0,013
14,1200	0,013
14,1600	0,012
14,2000	0,010
14,2400	0,009
14,2800	0,008
14,3200	0,006
14,3600	0,004
14,4000	0,003
14,4400	8,333E-4
14,4800	-8,333E-4
14,5200	-0,003
14,5600	-0,004
14,6000	-0,005
14,6400	-0,007
14,6800	-0,008
14,7200	-0,009
14,7600	-0,010
14,8000	-0,010
14,8400	-0,010
14,8800	-0,010
14,9200	-0,010
14,9600	-0,010
15,0000	-0,009
15,0400	-0,009
15,0800	-0,008
15,1200	-0,007
15,1600	-0,005
15,2000	-0,005
15,2400	-0,003
15,2800	-0,002
15,3200	-4,167E-4
15,3600	8,333E-4
15,4000	0,002
15,4400	0,003
15,4800	0,004
15,5200	0,005
15,5600	0,006
15,6000	0,007
15,6400	0,007
15,6800	0,008
15,7200	0,008
15,7600	0,008
15,8000	0,008
15,8400	0,007
15,8800	0,007
15,9200	0,006
15,9600	0,005
16,0000	0,005
16,0400	0,004
16,0800	0,003
16,1200	0,002
16,1600	0,001
16,2000	4,167E-4
16,2400	-4,167E-4
16,2800	-0,001
16,3200	-0,002
16,3600	-0,003
16,4000	-0,003
16,4400	-0,004
16,4800	-0,005
16,5200	-0,005
16,5600	-0,005
16,6000	-0,005
16,6400	-0,005
16,6800	-0,005
16,7200	-0,005
16,7600	-0,005
16,8000	-0,004
16,8400	-0,004
16,8800	-0,003
16,9200	-0,003
16,9600	-0,002
17,0000	-0,001
17,0400	-8,333E-4
17,0800	0,000
17,1200	4,167E-4
17,1600	8,333E-4
17,2000	0,001
17,2400	0,002
17,2800	0,002
17,3200	0,003
17,3600	0,003
17,4000	0,003
17,4400	0,003
17,4800	0,003
17,5200	0,003
17,5600	0,003
17,6000	0,003
17,6400	0,003
17,6800	0,002
17,7200	0,002
17,7600	0,002
17,8000	0,001
17,8400	8,333E-4
17,8800	4,167E-4
17,9200	0,000
17,9600	-4,167E-4
18,0000	-4,167E-4
18,0400	-8,333E-4
18,0800	-0,001
18,1200	-0,001
18,1600	-0,001
18,2000	-0,002
18,2400	-0,002
18,2800	-0,002
18,3200	-0,002
18,3600	-0,002
18,4000	-0,002
18,4400	-0,001
18,4800	-0,001
18,5200	-0,001
18,5600	-8,333E-4
18,6000	-8,333E-4
18,6400	-4,167E-4
18,6800	-4,167E-4
18,7200	-4,167E-4
18,7600	0,000
18,8000	0,000
18,8400	4,167E-4
18,8800	4,167E-4
18,9200	4,167E-4
18,9600	4,167E-4
19,0000	4,167E-4
19,0400	4,167E-4
19,0800	4,167E-4
19,1200	4,167E-4
19,1600	4,167E-4
19,2000	4,167E-4
19,2400	4,167E-4
19,2800	4,167E-4
19,3200	4,167E-4
19,3600	4,167E-4
19,4000	0,000
19,4400	0,000
19,4800	0,000
19,5200	0,000
19,5600	0,000
19,6000	0,000
19,6400	0,000
19,6800	0,000
19,7200	-4,167E-4
19,7600	-4,167E-4
19,8000	-4,167E-4
19,8400	-4,167E-4
19,8800	-4,167E-4
19,9200	-4,167E-4
19,9600	0,000
20,0000	0,000
20,0400	0,000
20,0800	0,000
20,1200	0,000
20,1600	0,000
20,2000	0,000
20,2400	0,000
20,2800	0,000
20,3200	0,000
20,3600	0,000
20,4000	0,000
20,4400	0,000
20,4800	0,000
20,5200	0,000
20,5600	0,000
20,6000	0,000
20,6400	0,000
20,6800	0,000
20,7200	0,000
20,7600	0,000
20,8000	0,000
20,8400	0,000
20,8800	0,000
20,9200	0,000
20,9600	0,000
21,0000	0,000
21,0400	0,000
21,0800	0,000
21,1200	0,000
21,1600	0,000
21,2000	0,000
21,2400	0,000
21,2800	0,000
21,3200	0,000
21,3600	0,000
21,4000	0,000
21,4400	0,000
21,4800	0,000
21,5200	0,000
21,5600	0,000
21,6000	0,000
21,6400	0,000
21,6800	0,000
21,7200	0,000
21,7600	0,000
21,8000	0,000
21,8400	0,000
21,8800	0,000
21,9200	0,000
21,9600	0,000
22,0000	0,000
22,0400	0,000
22,0800	0,000
22,1200	0,000
22,1600	0,000
22,2000	0,000
22,2400	0,000
22,2800	0,000
22,3200	0,000
22,3600	0,000
22,4000	0,000
22,4400	0,000
22,4800	0,000
22,5200	0,000
22,5600	0,000
22,6000	0,000
22,6400	0,000
22,6800	0,000
22,7200	0,000
22,7600	0,000
22,8000	0,000
22,8400	0,000
22,8800	0,000
22,9200	0,000
22,9600	0,000
23,0000	0,000
23,0400	0,000
23,0800	0,000
23,1200	0,000
23,1600	0,000
23,2000	0,000
23,2400	0,000
23,2800	0,000
23,3200	0,000
23,3600	0,000
23,4000	0,000
23,4400	0,000
23,4800	0,000
23,5200	0,000
23,5600	0,000
23,6000	0,000
23,6400	0,000
23,6800	0,000
23,7200	0,000
23,7600	0,000
23,8000	0,000
23,8400	0,000
23,8800	0,000
23,9200	0,000
23,9600	0,000
24,0000	0,000
24,0400	0,000
24,0800	0,000
24,1200	0,000
24,1600	0,000
24,2000	0,000
24,2400	0,000
24,2800	0,000
24,3200	0,000
24,3600	0,000
24,4000	0,000
24,4400	0,000
24,4800	0,000
24,5200	0,000
24,5600	0,000
24,6000	0,000
24,6400	0,000
24,6800	0,000
24,7200	0,000
24,7600	0,000
24,8000	0,000
24,8400	0,000
24,8800	0,000
24,9200	0,000
24,9600	0,000
25,0000	0,000
25,0400	0,000
25,0800	0,000
25,1200	0,000
25,1600	0,000
25,2000	0,000
25,2400	0,000
25,2800	0,000
25,3200	0,000
25,3600	0,000
25,4000	0,000
25,4400	0,000
25,4800	0,000
25,5200	0,000
25,5600	0,000
25,6000	0,000
25,6400	0,000
25,6800	0,000
25,7200	0,000
25,7600	0,000
25,8000	0,000
25,8400	0,000
25,8800	0,000
25,9200	0,000
25,9600	0,000
26,0000	0,000
26,0400	0,000
26,0800	0,000
26,1200	0,000
26,1600	0,000
26,2000	0,000
26,2400	0,000
26,2800	0,000
26,3200	0,000
26,3600	0,000
26,4000	0,000
26,4400	0,000
26,4800	0,000
26,5200	0,000
26,5600	0,000
26,6000	0,000
26,6400	0,000
26,6800	0,000
26,7200	0,000
26,7600	0,000
26,8000	0,000
26,8400	0,000
26,8800	0,000
26,9200	0,000
26,9600	0,000
27,0000	0,000
27,0400	0,000
27,0800	0,000
27,1200	0,000
27,1600	0,000
27,2000	0,000
27,2400	0,000
27,2800	0,000
27,3200	0,000
27,3600	0,000
27,4000	0,000
27,4400	0,000
27,4800	0,000
27,5200	0,000
27,5600	0,000
27,6000	0,000
27,6400	0,000
27,6800	0,000
27,7200	0,000
27,7600	0,000
27,8000	0,000
27,8400	0,000
27,8800	0,000
27,9200	0,000
27,9600	0,000
28,0000	0,000
28,0400	0,000
28,0800	0,000
28,1200	0,000
28,1600	0,000
28,2000	0,000
28,2400	0,000
28,2800	0,000
28,3200	0,000
28,3600	0,000
28,4000	0,000
28,4400	0,000
28,4800	0,000
28,5200	0,000
28,5600	0,000
28,6000	0,000
28,6400	0,000
28,6800	0,000
28,7200	0,000
28,7600	0,000
28,8000	0,000
28,8400	0,000
28,8800	0,000
28,9200	0,000
28,9600	0,000
29,0000	0,000
29,0400	0,000
29,0800	0,000
29,1200	0,000
29,1600	0,000
29,2000	0,000
29,2400	0,000
29,2800	0,000
29,3200	0,000
29,3600	0,000
29,4000	0,000
29,4400	0,000
29,4800	0,000
29,5200	0,000
29,5600	0,000
29,6000	0,000
29,6400	0,000
29,6800	0,000
29,7200	0,000
29,7600	0,000
29,8000	0,000
29,8400	0,000
29,8800	0,000
29,9200	0,000
29,9600	0,000
30,0000	0,000
30,0400	0,000
30,0800	0,000
30,1200	0,000
30,1600	0,000
30,2000	0,000
30,2400	0,000
30,2800	0,000
30,3200	0,000
30,3600	0,000
30,4000	0,000
30,4400	0,000
30,4800	0,000
30,5200	0,000
30,5600	0,000
30,6000	0,000
30,6400	0,000
30,6800	0,000
30,7200	0,000
30,7600	0,000
30,8000	0,000
30,8400	0,000
30,8800	0,000
30,9200	0,000
30,9600	0,000
31,0000	0,000
31,0400	0,000
31,0800	0,000
31,1200	0,000
31,1600	0,000
31,2000	0,000
31,2400	0,000
31,2800	0,000
31,3200	0,000
31,3600	0,000
31,4000	0,000
31,4400	0,000
31,4800	0,000
31,5200	0,000
31,5600	0,000
31,6000	0,000
31,6400	0,000
31,6800	0,000
31,7200	0,000
31,7600	0,000
31,8000	0,000
31,8400	0,000
31,8800	0,000
31,9200	0,000
31,9600	0,000
32,0000	0,000
32,0400	0,000
32,0800	0,000
32,1200	0,000
32,1600	0,000
32,2000	0,000
