#Position, Run #12
#Time ( s )	Position ( m )
7,9200	-0,092
7,9600	-0,084
8,0000	-0,075
8,0400	-0,065
8,0800	-0,053
8,1200	-0,040
8,1600	-0,027
8,2000	-0,013
8,2400	0,001
8,2800	0,015
8,3200	0,028
8,3600	0,041
8,4000	0,053
8,4400	0,064
8,4800	0,074
8,5200	0,082
8,5600	0,088
8,6000	0,093
8,6400	0,095
8,6800	0,096
8,7200	0,095
8,7600	0,091
8,8000	0,086
8,8400	0,080
8,8800	0,071
8,9200	0,062
8,9600	0,051
9,0000	0,039
9,0400	0,027
9,0800	0,014
9,1200	4,167E-4
9,1600	-0,013
9,2000	-0,025
9,2400	-0,038
9,2800	-0,049
9,3200	-0,059
9,3600	-0,068
9,4000	-0,076
9,4400	-0,083
9,4800	-0,087
9,5200	-0,090
9,5600	-0,090
9,6000	-0,090
9,6400	-0,087
9,6800	-0,083
9,7200	-0,077
9,7600	-0,069
9,8000	-0,060
9,8400	-0,050
9,8800	-0,039
9,9200	-0,028
9,9600	-0,015
10,0000	-0,003
10,0400	0,009
10,0800	0,021
10,1200	0,032
10,1600	0,043
10,2000	0,053
10,2400	0,062
10,2800	0,070
10,3200	0,075
10,3600	0,080
10,4000	0,083
10,4400	0,084
10,4800	0,083
10,5200	0,081
10,5600	0,077
10,6000	0,072
10,6400	0,065
10,6800	0,057
10,7200	0,048
10,7600	0,038
10,8000	0,027
10,8400	0,016
10,8800	0,004
10,9200	-0,007
10,9600	-0,019
11,0000	-0,030
11,0400	-0,040
11,0800	-0,049
11,1200	-0,058
11,1600	-0,065
11,2000	-0,070
11,2400	-0,075
11,2800	-0,078
11,3200	-0,079
11,3600	-0,079
11,4000	-0,077
11,4400	-0,074
11,4800	-0,069
11,5200	-0,063
11,5600	-0,055
11,6000	-0,047
11,6400	-0,038
11,6800	-0,028
11,7200	-0,017
11,7600	-0,007
11,8000	0,004
11,8400	0,015
11,8800	0,025
11,9200	0,035
11,9600	0,043
12,0000	0,052
12,0400	0,058
12,0800	0,064
12,1200	0,068
12,1600	0,071
12,2000	0,073
12,2400	0,073
12,2800	0,072
12,3200	0,069
12,3600	0,065
12,4000	0,059
12,4400	0,052
12,4800	0,045
12,5200	0,036
12,5600	0,027
12,6000	0,018
12,6400	0,008
12,6800	-0,003
12,7200	-0,013
12,7600	-0,022
12,8000	-0,031
12,8400	-0,040
12,8800	-0,047
12,9200	-0,054
12,9600	-0,060
13,0000	-0,064
13,0400	-0,067
13,0800	-0,068
13,1200	-0,069
13,1600	-0,068
13,2000	-0,065
13,2400	-0,061
13,2800	-0,056
13,3200	-0,050
13,3600	-0,043
13,4000	-0,035
13,4400	-0,027
13,4800	-0,018
13,5200	-0,009
13,5600	4,167E-4
13,6000	0,010
13,6400	0,018
13,6800	0,027
13,7200	0,035
13,7600	0,042
13,8000	0,048
13,8400	0,054
13,8800	0,058
13,9200	0,061
13,9600	0,063
14,0000	0,063
14,0400	0,062
14,0800	0,060
14,1200	0,057
14,1600	0,052
14,2000	0,047
14,2400	0,041
14,2800	0,034
14,3200	0,026
14,3600	0,018
14,4000	0,010
14,4400	0,001
14,4800	-0,008
14,5200	-0,016
14,5600	-0,024
14,6000	-0,031
14,6400	-0,038
14,6800	-0,044
14,7200	-0,050
14,7600	-0,054
14,8000	-0,057
14,8400	-0,058
14,8800	-0,059
14,9200	-0,058
14,9600	-0,057
15,0000	-0,054
15,0400	-0,050
15,0800	-0,045
15,1200	-0,040
15,1600	-0,033
15,2000	-0,026
15,2400	-0,018
15,2800	-0,011
15,3200	-0,003
15,3600	0,005
15,4000	0,013
15,4400	0,020
15,4800	0,027
15,5200	0,034
15,5600	0,039
15,6000	0,044
15,6400	0,048
15,6800	0,051
15,7200	0,052
15,7600	0,053
15,8000	0,053
15,8400	0,052
15,8800	0,049
15,9200	0,046
15,9600	0,042
16,0000	0,036
16,0400	0,031
16,0800	0,024
16,1200	0,018
16,1600	0,010
16,2000	0,003
16,2400	-0,004
16,2800	-0,011
16,3200	-0,018
16,3600	-0,025
16,4000	-0,031
16,4400	-0,036
16,4800	-0,040
16,5200	-0,044
16,5600	-0,047
16,6000	-0,049
16,6400	-0,050
16,6800	-0,050
16,7200	-0,048
16,7600	-0,046
16,8000	-0,043
16,8400	-0,039
16,8800	-0,035
16,9200	-0,030
16,9600	-0,024
17,0000	-0,018
17,0400	-0,011
17,0800	-0,004
17,1200	0,003
17,1600	0,009
17,2000	0,015
17,2400	0,021
17,2800	0,027
17,3200	0,032
17,3600	0,036
17,4000	0,040
17,4400	0,042
17,4800	0,044
17,5200	0,045
17,5600	0,045
17,6000	0,044
17,6400	0,042
17,6800	0,040
17,7200	0,036
17,7600	0,032
17,8000	0,027
17,8400	0,022
17,8800	0,016
17,9200	0,010
17,9600	0,004
18,0000	-0,002
18,0400	-0,008
18,0800	-0,014
18,1200	-0,019
18,1600	-0,024
18,2000	-0,029
18,2400	-0,033
18,2800	-0,036
18,3200	-0,039
18,3600	-0,040
18,4000	-0,041
18,4400	-0,042
18,4800	-0,041
18,5200	-0,039
18,5600	-0,037
18,6000	-0,034
18,6400	-0,030
18,6800	-0,026
18,7200	-0,021
18,7600	-0,016
18,8000	-0,011
18,8400	-0,005
18,8800	4,167E-4
18,9200	0,006
18,9600	0,011
19,0000	0,016
19,0400	0,021
19,0800	0,025
19,1200	0,029
19,1600	0,032
19,2000	0,034
19,2400	0,036
19,2800	0,037
19,3200	0,037
19,3600	0,036
19,4000	0,035
19,4400	0,033
19,4800	0,030
19,5200	0,027
19,5600	0,023
19,6000	0,019
19,6400	0,014
19,6800	0,010
19,7200	0,005
19,7600	-4,167E-4
19,8000	-0,005
19,8400	-0,010
19,8800	-0,015
19,9200	-0,019
19,9600	-0,023
20,0000	-0,027
20,0400	-0,029
20,0800	-0,032
20,1200	-0,033
20,1600	-0,034
20,2000	-0,034
20,2400	-0,034
20,2800	-0,032
20,3200	-0,030
20,3600	-0,028
20,4000	-0,025
20,4400	-0,022
20,4800	-0,018
