0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	2	0
14	1	0
15	1	1
16	0	0
17	1	0
18	1	0
19	0	0
20	2	1
21	28	9
22	67	47
23	129	62
24	124	52
25	117	45
26	170	58
27	137	61
28	141	68
29	144	63
30	136	68
31	189	80
32	146	78
33	142	75
34	171	80
35	112	74
36	140	66
37	141	85
38	129	56
39	157	66
40	169	101
41	143	73
42	186	91
43	192	101
44	164	81
45	173	103
46	200	88
47	226	122
48	179	101
49	217	133
50	197	133
51	197	114
52	205	133
53	232	155
54	191	139
55	217	127
56	205	142
57	191	123
58	223	142
59	185	138
60	196	131
61	207	130
62	193	113
63	199	111
64	191	114
65	207	135
66	184	97
67	169	118
68	149	93
69	184	133
70	157	94
71	180	91
72	207	123
73	153	87
74	218	135
75	180	105
76	165	106
77	187	116
78	171	122
79	148	115
80	203	134
81	196	134
82	211	149
83	169	94
84	183	110
85	246	176
86	159	116
87	207	161
88	204	128
89	194	140
90	227	150
91	214	130
92	209	146
93	241	135
94	223	149
95	322	187
96	197	138
97	224	161
98	240	172
99	243	144
100	238	144
101	283	174
102	236	170
103	249	181
104	294	184
105	241	169
106	289	222
107	308	202
108	256	193
109	293	219
110	315	241
111	284	230
112	287	239
113	308	207
114	291	239
115	252	196
116	259	211
117	338	286
118	290	221
119	318	239
120	346	245
121	282	236
122	323	301
123	309	253
124	323	211
125	338	291
126	333	263
127	323	253
128	413	289
129	344	309
130	382	293
131	340	271
132	318	264
133	396	325
134	300	268
135	373	322
136	365	306
137	314	277
138	397	327
139	349	324
140	361	301
141	376	292
142	410	319
143	370	296
144	373	297
145	368	287
146	401	310
147	319	291
148	391	342
149	397	361
150	325	292
151	383	342
152	392	278
153	345	290
154	411	376
155	324	290
156	404	326
157	399	311
158	386	337
159	434	354
160	444	324
161	369	313
162	356	370
163	348	319
164	371	321
165	393	402
166	340	273
167	348	304
168	402	365
169	351	287
170	423	373
171	353	347
172	329	271
173	365	324
174	406	334
175	422	355
176	341	306
177	368	326
178	386	347
179	364	289
180	386	330
181	387	355
182	348	306
183	342	335
184	356	365
185	349	297
186	420	358
187	347	315
188	326	307
189	388	384
190	360	333
191	390	355
192	331	311
193	369	327
194	373	325
195	348	300
196	291	297
197	378	362
198	310	286
199	372	320
200	337	296
201	344	261
202	390	311
203	344	309
204	360	284
205	374	323
206	386	317
207	313	270
208	357	288
209	387	315
210	342	343
211	311	287
212	344	315
213	391	348
214	302	291
215	358	318
216	336	261
217	308	257
218	379	336
219	330	291
220	349	306
221	398	309
222	332	312
223	363	368
224	300	288
225	352	297
226	338	334
227	337	271
228	322	262
229	374	304
230	326	258
231	292	244
232	339	299
233	305	269
234	342	309
235	319	305
236	306	253
237	322	273
238	318	294
239	371	279
240	292	262
241	303	288
242	336	264
243	270	257
244	314	258
245	361	319
246	289	229
247	312	312
248	306	274
249	262	256
250	329	295
251	298	296
252	320	253
253	348	307
254	332	238
255	231	206
256	379	346
257	305	243
258	296	257
259	297	251
260	269	227
261	333	297
262	306	247
263	283	226
264	268	274
265	248	233
266	315	278
267	295	230
268	250	217
269	300	275
270	303	236
271	288	199
272	294	218
273	302	249
274	280	253
275	250	238
276	294	261
277	324	243
278	291	198
279	260	241
280	270	240
281	301	225
282	321	245
283	242	245
284	304	216
285	280	236
286	297	223
287	339	236
288	307	222
289	270	228
290	291	227
291	247	234
292	258	190
293	317	260
294	254	208
295	264	207
296	274	260
297	279	173
298	281	252
299	252	247
300	231	210
301	264	230
302	281	240
303	320	224
304	281	200
305	273	204
306	302	233
307	232	207
308	289	194
309	280	230
310	273	179
311	256	205
312	256	205
313	236	198
314	300	239
315	245	223
316	253	200
317	274	223
318	271	225
319	235	168
320	264	222
321	266	181
322	265	199
323	239	199
324	252	184
325	292	243
326	262	171
327	279	191
328	266	194
329	249	218
330	252	213
331	246	190
332	227	201
333	238	184
334	286	203
335	235	176
336	272	185
337	225	194
338	257	208
339	227	170
340	217	206
341	259	203
342	237	178
343	247	205
344	227	179
345	249	162
346	278	197
347	250	159
348	208	186
349	260	176
350	267	171
351	287	243
352	228	160
353	231	172
354	263	213
355	215	168
356	242	163
357	248	200
358	223	174
359	226	167
360	225	192
361	199	150
362	286	187
363	226	197
364	209	156
365	228	186
366	244	204
367	198	172
368	250	170
369	219	181
370	247	166
371	230	147
372	217	145
373	250	167
374	221	151
375	239	178
376	220	178
377	212	176
378	237	193
379	197	136
380	210	162
381	226	174
382	204	165
383	237	181
384	204	129
385	220	133
386	208	155
387	191	177
388	185	140
389	222	164
390	217	168
391	201	150
392	216	154
393	214	143
394	217	176
395	193	142
396	193	141
397	235	155
398	235	162
399	194	150
400	205	145
401	200	154
402	212	185
403	209	148
404	218	159
405	225	181
406	189	147
407	218	194
408	206	130
409	176	123
410	234	163
411	175	138
412	201	155
413	191	157
414	213	155
415	232	138
416	207	138
417	190	144
418	189	146
419	186	137
420	220	132
421	199	154
422	208	140
423	178	106
424	210	152
425	183	119
426	220	145
427	191	138
428	174	146
429	179	129
430	199	151
431	211	156
432	191	105
433	192	113
434	223	120
435	149	106
436	180	119
437	194	134
438	164	122
439	192	118
440	220	110
441	201	96
442	202	153
443	187	108
444	198	119
445	217	130
446	193	130
447	191	111
448	160	109
449	176	107
450	181	112
451	161	105
452	164	113
453	198	136
454	160	110
455	162	109
456	179	130
457	162	102
458	226	98
459	162	118
460	166	97
461	180	116
462	182	112
463	168	123
464	194	105
465	169	103
466	170	131
467	143	95
468	185	108
469	195	130
470	181	102
471	187	103
472	164	104
473	157	105
474	194	105
475	157	90
476	173	100
477	168	127
478	159	102
479	219	126
480	156	82
481	165	102
482	171	93
483	167	107
484	178	84
485	187	134
486	161	76
487	153	78
488	170	106
489	157	90
490	178	83
491	169	110
492	141	97
493	154	114
494	178	92
495	173	102
496	158	86
497	153	93
498	176	100
499	148	83
500	133	109
501	193	116
502	124	94
503	152	91
504	153	81
505	173	68
506	136	91
507	155	90
508	147	80
509	139	79
510	166	91
511	124	86
512	185	118
513	156	95
514	132	90
515	157	101
516	134	75
517	158	100
518	114	68
519	128	80
520	130	79
521	133	82
522	154	99
523	155	86
524	125	91
525	163	92
526	136	90
527	127	81
528	119	77
529	115	103
530	125	82
531	124	70
532	146	72
533	136	69
534	123	79
535	135	85
536	124	76
537	112	62
538	127	87
539	99	72
540	119	79
541	130	80
542	98	84
543	130	93
544	118	85
545	127	78
546	104	80
547	117	76
548	121	82
549	126	101
550	111	68
551	110	72
552	118	82
553	97	64
554	130	84
555	105	90
556	100	63
557	115	79
558	106	69
559	118	95
560	77	77
561	102	85
562	110	82
563	100	62
564	120	74
565	122	90
566	101	68
567	106	74
568	108	81
569	100	65
570	113	84
571	96	54
572	86	69
